GENE,SGDID,CHROM,START,END
YCT1,YLL055W,chrXII,30109,31704
YCX1,YDL206W,chrIV,90176,92464
YDC1,YPL087W,chrXVI,383455,384408
YDJ1,YNL064C,chrXIV,505868,507097
YEA4,YEL004W,chrV,146951,147979
YEA6,YEL006W,chrV,144327,145334
YEF1,YEL041W,chrV,75944,77431
YEF3,YLR249W,chrXII,636780,639914
YEH1,YLL012W,chrXII,125534,127255
YEH2,YLR020C,chrXII,181789,183405
YEL1,YBL060W,chrII,107932,109995
YEN1,YER041W,chrV,232461,234740
YET1,YKL065C,chrXI,316437,317057
YET2,YMR040W,chrXIII,350381,350863
YET3,YDL072C,chrIV,329836,330447
YFH1,YDL120W,chrIV,245923,246447
YFH7,YFR007W,chrVI,159299,160360
YFT2,YDR319C,chrIV,1105003,1105827
YGK1,YGL101W,chrVII,312193,312840
YGK3,YOL128C,chrXV,78352,79479
YGP1,YNL160W,chrXIV,336545,337609
YHB1,YGR234W,chrVII,959904,961103
YHC1,YLR298C,chrXII,724721,725416
YHC3,YJL059W,chrX,324964,326190
YHI9,YHR029C,chrVIII,167677,168561
YHK8,YHR048W,chrVIII,204607,206151
YHM2,YMR241W,chrXIII,751961,752905
YHP1,YDR451C,chrIV,1361120,1362181
YIA6,YIL006W,chrIX,344062,345183
YIF1,YNL263C,chrXIV,146896,147840
YIG1,YPL201C,chrXVI,169770,171155
YIH1,YCR059C,chrIII,223454,224230
YIM1,YMR152W,chrXIII,563096,564193
YIM2,YMR151W,chrXIII,562506,562943
YIP1,YGR172C,chrVII,842845,843591
YIP3,YNL044W,chrXIV,545268,545877
YIP4,YGL198W,chrVII,123591,124298
YIP5,YGL161C,chrVII,199210,200142
YJU2,YKL095W,chrXI,262277,263113
YJU3,YKL094W,chrXI,263349,264290
YKE2,YLR200W,chrXII,549012,549356
YKE4,YIL023C,chrIX,309386,310426
YKT6,YKL196C,chrXI,74932,75534
YKU70,YMR284W,chrXIII,838187,839995
YKU80,YMR106C,chrXIII,478301,480190
YLF2,YHL014C,chrVIII,76097,77314
YLH47,YPR125W,chrXVI,787961,789325
YMC1,YPR058W,chrXVI,673751,674674
YMC2,YBR104W,chrII,449667,450656
YMD8,YML038C,chrXIII,202775,204103
YME1,YPR024W,chrXVI,610481,612724
YME2,YMR302C,chrXIII,870073,872625
YML6,YML025C,chrXIII,224406,225365
YMR1,YJR110W,chrX,633615,635681
YND1,YER005W,chrV,160550,162442
YNG1,YOR064C,chrXV,446079,446738
YNG2,YHR090C,chrVIII,283777,284625
YNK1,YKL067W,chrXI,314812,315273
YOP1,YPR028W,chrXVI,623527,624202
YOR1,YGR281W,chrVII,1052824,1057257
YOS1,YER074W-A,chrV,307653,308123
YOS9,YDR057W,chrIV,565927,567555
YOX1,YML027W,chrXIII,221406,222563
YPC1,YBR183W,chrII,596115,597065
YPD1,YDL235C,chrIV,33415,33918
YPF1,YKL100C,chrXI,253697,255460
YPI1,YFR003C,chrVI,152657,153124
YPK1,YKL126W,chrXI,205707,207749
YPK2,YMR104C,chrXIII,473420,475453
YPK3,YBR028C,chrII,294425,296002
YPK9,YOR291W,chrXV,861175,865593
YPP1,YGR198W,chrVII,894693,897146
YPQ1,YOL092W,chrXV,144204,145130
YPQ2,YDR352W,chrIV,1181801,1182754
YPR1,YDR368W,chrIV,1213904,1214842
YPS1,YLR120C,chrXII,386511,388220
YPS3,YLR121C,chrXII,388744,390270
YPS5,YGL259W,chrVII,8470,8967
YPS6,YIR039C,chrIX,430498,432111
YPS7,YDR349C,chrIV,1172386,1174176
YPT1,YFL038C,chrVI,55366,55986
YPT10,YBR264C,chrII,737770,738369
YPT11,YNL304W,chrXIV,60297,61550
YPT31,YER031C,chrV,214076,214747
YPT32,YGL210W,chrVII,93792,94460
YPT35,YHR105W,chrVIII,324766,325410
YPT52,YKR014C,chrXI,465367,466071
YPT53,YNL093W,chrXIV,449868,450530
YPT6,YLR262C,chrXII,668244,668891
YPT7,YML001W,chrXIII,267174,267800
YRA1,YDR381W,chrIV,1236558,1238004
YRA2,YKL214C,chrXI,31082,31693
YRB1,YDR002W,chrIV,453045,453650
YRB2,YIL063C,chrIX,242761,243744
YRB30,YGL164C,chrVII,191978,193300
YRF1-1,YDR545W,chrIV,1526321,1531711
YRF1-2,YER190W,chrV,571480,576525
YRF1-3,YGR296W,chrVII,1084864,1090591
YRF1-4,YLR466W,chrXII,1067087,1071235
YRF1-5,YLR467W,chrXII,1072508,1077898
YRF1-6,YNL339C,chrXIV,371,6098
YRF1-7,YPL283C,chrXVI,280,6007
YRF1-8,YOR396W,chrXV,1085473,1090863
YRM1,YOR172W,chrXV,654210,656570
YRO2,YBR054W,chrII,343101,344135
YRR1,YOR162C,chrXV,639560,641992
YSA1,YBR111C,chrII,461178,461873
YSC83,YHR017W,chrVIII,138694,139851
YSC84,YHR016C,chrVIII,136881,138455
YSF3,YNL138W-A,chrXIV,366033,366412
YSH1,YLR277C,chrXII,697156,699495
YSP2,YDR326C,chrIV,1120609,1124925
YSP3,YOR003W,chrXV,331455,332891
YSR3,YKR053C,chrXI,534067,535281
YSW1,YBR148W,chrII,537876,539705
YSY6,YBR162W-A,chrII,565231,565428
YTA12,YMR089C,chrXIII,445609,448086
YTA6,YPL074W,chrXVI,415763,418027
YTA7,YGR270W,chrVII,1027370,1031509
YTH1,YPR107C,chrXVI,741438,742064
YTM1,YOR272W,chrXV,832813,834195
YTP1,YNL237W,chrXIV,205188,206567
YUH1,YJR099W,chrX,615576,616286
YUR1,YJL139C,chrX,151713,152999
YVC1,YOR087W,chrXV,487707,489734
YVH1,YIR026C,chrIX,404873,405967
ZAP1,YJL056C,chrX,330431,333073
ZDS1,YMR273C,chrXIII,811233,813980
ZDS2,YML109W,chrXIII,51640,54468
ZEO1,YOL109W,chrXV,110297,110638
ZIM17,YNL310C,chrXIV,51907,52431
ZIP1,YDR285W,chrIV,1032436,1035063
ZIP2,YGL249W,chrVII,33098,35212
ZNF1,YFL052W,chrVI,28232,29629
ZNG1,YNR029C,chrXIV,677199,678488
ZOD1,YNCM0003W,chrXIII,91970,92027
ZPR1,YGR211W,chrVII,915241,916701
ZPS1,YOL154W,chrXV,34658,35407
ZRC1,YMR243C,chrXIII,754838,756166
ZRG17,YNR039C,chrXIV,697614,699431
ZRG8,YER033C,chrV,218057,221287
ZRT1,YGL255W,chrVII,20978,22108
ZRT2,YLR130C,chrXII,402794,404062
ZRT3,YKL175W,chrXI,118793,120304
ZTA1,YBR046C,chrII,330507,331511
ZUO1,YGR285C,chrVII,1061852,1063153
ZWF1,YNL241C,chrXIV,196426,197943
,Q0010,chrM,3952,4338
,Q0017,chrM,4254,4415
,Q0032,chrM,11667,11957
,Q0092,chrM,30874,31014
,Q0142,chrM,51052,51228
,Q0143,chrM,51277,51429
,Q0144,chrM,54109,54438
,Q0182,chrM,65770,66174
,Q0255,chrM,74495,75984
,Q0297,chrM,85554,85709
,YAL004W,chrI,140760,141407
,YAL016C-A,chrI,124755,125069
,YAL016C-B,chrI,124307,124492
,YAL019W-A,chrI,114250,114819
,YAL026C-A,chrI,95386,95823
,YAL031W-A,chrI,84669,84977
,YAL034C-B,chrI,79489,79842
,YAL037C-A,chrI,73426,73518
,YAL037C-B,chrI,72326,73300
,YAL037W,chrI,74020,74823
,YAL042C-A,chrI,61231,61608
,YAL045C,chrI,57488,57796
,YAL047W-A,chrI,54584,54913
,YAL056C-A,chrI,38696,39046
,YAL059C-A,chrI,36496,36918
,YAL063C-A,chrI,22395,22685
,YAL064W,chrI,21566,21850
,YAL064W-B,chrI,12046,12426
,YAL065C,chrI,11565,11951
,YAL066W,chrI,10091,10399
,YAL067W-A,chrI,2480,2707
,YAL068W-A,chrI,538,792
,YAL069W,chrI,335,649
,YAR009C,chrI,160597,164187
,YAR010C,chrI,164544,165866
,YAR019W-A,chrI,174998,175330
,YAR030C,chrI,186512,186853
,YAR035C-A,chrI,192337,192417
,YAR043C,chrI,192928,193248
,YAR044W,chrI,193600,196179
,YAR047C,chrI,201467,201787
,YAR052C,chrI,207122,207502
,YAR053W,chrI,208367,208663
,YAR060C,chrI,217157,217492
,YAR061W,chrI,218140,219145
,YAR062W,chrI,218549,219145
,YAR064W,chrI,220198,220497
,YAR066W,chrI,221049,221660
,YAR068W,chrI,222406,222891
,YAR069C,chrI,224011,224304
,YAR070C,chrI,224563,224862
,YAR074C,chrI,228529,228855
,YAR075W,chrI,228844,229317
,YBL005W-A,chrII,221330,222652
,YBL005W-B,chrII,221330,226598
,YBL006W-A,chrII,216711,216860
,YBL008W-A,chrII,209409,209648
,YBL012C,chrII,203406,203807
,YBL028C,chrII,167518,167838
,YBL029C-A,chrII,164488,164772
,YBL029W,chrII,166134,167264
,YBL036C,chrII,150447,151220
,YBL039C-A,chrII,144948,145031
,YBL044W,chrII,135998,136366
,YBL053W,chrII,119335,119709
,YBL055C,chrII,115573,116829
,YBL062W,chrII,105308,105688
,YBL065W,chrII,99963,100307
,YBL068W-A,chrII,91794,92030
,YBL070C,chrII,90605,90925
,YBL071C,chrII,90223,90531
,YBL071C-B,chrII,89458,89556
,YBL073W,chrII,87646,87957
,YBL077W,chrII,80897,81328
,YBL081W,chrII,71866,72972
,YBL083C,chrII,69713,70138
,YBL086C,chrII,61202,62602
,YBL094C,chrII,43765,44097
,YBL096C,chrII,43174,43482
,YBL100C,chrII,36989,37303
,YBL100W-A,chrII,29935,31251
,YBL100W-B,chrII,29935,35248
,YBL100W-C,chrII,28427,28546
,YBL103C-A,chrII,18177,18437
,YBL107W-A,chrII,9268,9372
,YBL108W,chrII,8177,8482
,YBL109W,chrII,5790,6125
,YBL111C,chrII,2907,5009
,YBL112C,chrII,2582,2899
,YBL113C,chrII,280,2658
,YBL113W-A,chrII,646,1128
,YBR012C,chrII,259147,259566
,YBR012W-A,chrII,259869,261191
,YBR012W-B,chrII,259869,265140
,YBR013C,chrII,265492,265881
,YBR016W,chrII,270247,270633
,YBR027C,chrII,294024,294356
,YBR032W,chrII,301519,301821
,YBR051W,chrII,337988,338338
,YBR053C,chrII,339675,340751
,YBR056C-B,chrII,351293,351451
,YBR062C,chrII,365976,366600
,YBR064W,chrII,367763,368191
,YBR071W,chrII,380411,381046
,YBR072C-A,chrII,382860,383021
,YBR075W,chrII,387793,389175
,YBR076C-A,chrII,391351,391617
,YBR085C-A,chrII,418907,419164
,YBR089W,chrII,425183,425782
,YBR090C,chrII,426333,427058
,YBR096W,chrII,436021,436713
,YBR099C,chrII,442924,443307
,YBR100W,chrII,443211,443549
,YBR103C-A,chrII,449320,449463
,YBR109W-A,chrII,458608,458832
,YBR113W,chrII,465566,466048
,YBR116C,chrII,474199,474726
,YBR121C-A,chrII,482326,482484
,YBR124W,chrII,486507,486866
,YBR126W-B,chrII,490927,491070
,YBR131C-A,chrII,497650,497739
,YBR134W,chrII,504243,504644
,YBR137W,chrII,513044,513583
,YBR138C,chrII,513762,515336
,YBR141W-A,chrII,527167,527262
,YBR144C,chrII,533235,533549
,YBR174C,chrII,582338,582652
,YBR178W,chrII,586071,586445
,YBR182C-A,chrII,595361,595555
,YBR184W,chrII,597363,598934
,YBR190W,chrII,605966,606277
,YBR191W-A,chrII,607149,607223
,YBR196C-A,chrII,614024,614173
,YBR196C-B,chrII,614526,614630
,YBR197C,chrII,615203,615856
,YBR200W-A,chrII,622983,623147
,YBR206W,chrII,634601,634924
,YBR209W,chrII,642583,642900
,YBR219C,chrII,662499,663303
,YBR220C,chrII,662995,664677
,YBR221W-A,chrII,666538,666642
,YBR223W-A,chrII,668721,668840
,YBR224W,chrII,670125,670640
,YBR225W,chrII,670627,673329
,YBR226C,chrII,673155,673565
,YBR232C,chrII,683373,683732
,YBR238C,chrII,695107,697302
,YBR242W,chrII,704670,705386
,YBR259W,chrII,730387,732453
,YBR277C,chrII,760215,760616
,YBR284W,chrII,771239,773632
,YBR285W,chrII,773922,774356
,YBR287W,chrII,776571,777854
,YBR292C,chrII,784702,785073
,YBR298C-A,chrII,805035,805256
,YBR300C,chrII,808600,809097
,YCL001W-A,chrIII,113080,113541
,YCL001W-B,chrIII,113770,114024
,YCL002C,chrIII,110808,111675
,YCL003W,chrIII,109428,109958
,YCL006C,chrIII,107240,107569
,YCL007C,chrIII,106974,107366
,YCL012C,chrIII,101317,101788
,YCL012W,chrIII,100113,100808
,YCL013W,chrIII,99600,99998
,YCL019W,chrIII,85102,90415
,YCL020W,chrIII,85102,86418
,YCL021W,chrIII,84076,84429
,YCL021W-A,chrIII,83620,83997
,YCL022C,chrIII,81570,82085
,YCL023C,chrIII,78949,79296
,YCL026C,chrIII,74686,75045
,YCL041C,chrIII,50133,50627
,YCL042W,chrIII,50584,50943
,YCL046W,chrIII,46640,46963
,YCL048W-A,chrIII,41488,41727
,YCL049C,chrIII,39786,40724
,YCL053C,chrIII,33448,33897
,YCL060C,chrIII,20409,21362
,YCL062W,chrIII,17955,18542
,YCL065W,chrIII,13751,14119
,YCL068C,chrIII,11503,12285
,YCL074W,chrIII,2824,3750
,YCL075W,chrIII,2126,2566
,YCL076W,chrIII,1392,2135
,YCLX01W,chrIII,23511,23909
,YCLX02C,chrIII,32194,32598
,YCLX03C,chrIII,43093,43476
,YCLX04W,chrIII,47401,47847
,YCLX05C,chrIII,62064,62381
,YCLX06C,chrIII,70756,71088
,YCLX07W,chrIII,71943,72281
,YCLX09W,chrIII,76960,77352
,YCLX10C,chrIII,91597,91908
,YCLX11W,chrIII,104246,104704
,YCLX12W,chrIII,107655,107993
,YCR001W,chrIII,115685,115999
,YCR006C,chrIII,122530,123003
,YCR013C,chrIII,138402,139049
,YCR018C-A,chrIII,151608,151862
,YCR022C,chrIII,157421,157765
,YCR023C,chrIII,158538,160373
,YCR024C-B,chrIII,162599,162865
,YCR025C,chrIII,163446,163856
,YCR029C,chrIII,172554,172976
,YCR029C-A,chrIII,171643,172169
,YCR038W-A,chrIII,199293,199418
,YCR041W,chrIII,200911,201243
,YCR043C,chrIII,206261,206644
,YCR045W-A,chrIII,208751,209101
,YCR047W-A,chrIII,211301,211507
,YCR049C,chrIII,211871,212317
,YCR050C,chrIII,213464,213772
,YCR051W,chrIII,214071,214739
,YCR055C,chrIII,219189,220193
,YCR056W,chrIII,221153,221521
,YCR058C,chrIII,221652,221957
,YCR062W,chrIII,225819,226181
,YCR064C,chrIII,228095,228505
,YCR070W,chrIII,238228,238356
,YCR074C,chrIII,245716,246036
,YCR080W,chrIII,253094,253549
,YCR081C-A,chrIII,258415,258651
,YCR085W,chrIII,262916,263269
,YCR087C-A,chrIII,264006,264467
,YCR087W,chrIII,263976,264491
,YCR090C,chrIII,272315,272863
,YCR095W-A,chrIII,289639,289797
,YCR097WA,chrIII,292557,293003
,YCR097W-A,chrIII,294439,294705
,YCR099C,chrIII,300832,301299
,YCR101C,chrIII,302482,303030
,YCR102C,chrIII,304361,305467
,YCR102W-A,chrIII,306735,306932
,YCR103C,chrIII,305975,306310
,YCR108C,chrIII,315997,316188
,YCRX01W,chrIII,136147,136449
,YCRX02C,chrIII,173425,173880
,YCRX03C,chrIII,181487,181795
,YCRX04W,chrIII,190947,191360
,YCRX05W,chrIII,203027,203506
,YCRX06W,chrIII,207484,207834
,YCRX07W,chrIII,207585,208139
,YCRX08W,chrIII,211855,212166
,YCRX09C,chrIII,230482,230799
,YCRX10W,chrIII,231914,232228
,YCRX11W,chrIII,234188,234562
,YCRX12W,chrIII,243040,243480
,YCRX14W,chrIII,249919,250236
,YCRX15W,chrIII,251640,251948
,YCRX16C,chrIII,262731,263192
,YCRX17W,chrIII,265075,265446
,YCRX18C,chrIII,269713,270120
,YCRX19W,chrIII,277963,278322
,YCRX20C,chrIII,282116,282427
,YCRX21C,chrIII,313073,313459
,YDL007C-A,chrIV,436567,436824
,YDL009C,chrIV,432925,433248
,YDL011C,chrIV,432308,432631
,YDL012C,chrIV,431108,431517
,YDL016C,chrIV,425570,425872
,YDL022C-A,chrIV,409808,410056
,YDL023C,chrIV,411761,412081
,YDL025W-A,chrIV,405410,405514
,YDL026W,chrIV,404749,405060
,YDL032W,chrIV,393690,394001
,YDL034W,chrIV,391783,392127
,YDL038C,chrIV,382327,384078
,YDL041W,chrIV,378102,378455
,YDL050C,chrIV,364446,364817
,YDL057W,chrIV,351434,352420
,YDL062W,chrIV,339857,340282
,YDL068W,chrIV,333500,333829
,YDL071C,chrIV,330666,331040
,YDL085C-A,chrIV,302464,302670
,YDL086C-A,chrIV,301655,302089
,YDL086W,chrIV,301413,302234
,YDL094C,chrIV,289572,290081
,YDL109C,chrIV,265258,267201
,YDL114W,chrIV,255604,256530
,YDL114W-A,chrIV,254935,255048
,YDL118W,chrIV,247302,247682
,YDL124W,chrIV,240259,241197
,YDL129W,chrIV,231024,231899
,YDL144C,chrIV,198662,199732
,YDL152W,chrIV,182822,183187
,YDL158C,chrIV,173866,174174
,YDL159C-B,chrIV,173056,173232
,YDL159W-A,chrIV,172182,172313
,YDL162C,chrIV,167359,167715
,YDL163W,chrIV,166956,167258
,YDL172C,chrIV,148607,149086
,YDL177C,chrIV,141209,141721
,YDL185C-A,chrIV,126608,126835
,YDL186W,chrIV,125616,126449
,YDL187C,chrIV,125509,125838
,YDL196W,chrIV,106741,107070
,YDL199C,chrIV,101290,103353
,YDL211C,chrIV,79294,80412
,YDL218W,chrIV,66493,67446
,YDL221W,chrIV,62011,62562
,YDL228C,chrIV,45277,45918
,YDL240C-A,chrIV,22471,22608
,YDL241W,chrIV,20635,21006
,YDL242W,chrIV,18959,19312
,YDL247W-A,chrIV,3762,3836
,YDR003W-A,chrIV,454782,454904
,YDR008C,chrIV,462252,462602
,YDR010C,chrIV,465051,465383
,YDR015C,chrIV,477960,478199
,YDR018C,chrIV,482670,483860
,YDR029W,chrIV,501100,501414
,YDR034C-A,chrIV,520516,520692
,YDR034C-C,chrIV,518040,519356
,YDR034C-D,chrIV,514043,519356
,YDR034W-B,chrIV,521314,521469
,YDR042C,chrIV,540601,541203
,YDR048C,chrIV,553084,553398
,YDR053W,chrIV,560249,560644
,YDR061W,chrIV,574164,575783
,YDR094W,chrIV,635840,636175
,YDR095C,chrIV,636117,636527
,YDR098C-A,chrIV,649804,651126
,YDR098C-B,chrIV,645858,651126
,YDR102C,chrIV,657648,657980
,YDR109C,chrIV,673520,675667
,YDR114C,chrIV,681924,682226
,YDR118W-A,chrIV,687768,687884
,YDR124W,chrIV,700315,701289
,YDR131C,chrIV,716790,718460
,YDR133C,chrIV,720962,721297
,YDR149C,chrIV,755555,756262
,YDR154C,chrIV,768403,768753
,YDR157W,chrIV,769931,770332
,YDR169C-A,chrIV,794574,794723
,YDR170W-A,chrIV,803195,804517
,YDR182W-A,chrIV,829151,829354
,YDR183C-A,chrIV,830397,830654
,YDR187C,chrIV,836228,836746
,YDR193W,chrIV,844554,844952
,YDR194W-A,chrIV,848071,848223
,YDR199W,chrIV,854175,854540
,YDR203W,chrIV,857682,857999
,YDR209C,chrIV,871036,871449
,YDR210C-C,chrIV,882605,883927
,YDR210C-D,chrIV,878659,883927
,YDR210W,chrIV,871074,871301
,YDR210W-A,chrIV,872112,873428
,YDR210W-B,chrIV,872112,877425
,YDR215C,chrIV,894089,894502
,YDR220C,chrIV,907000,907293
,YDR222W,chrIV,910054,911301
,YDR230W,chrIV,926223,926570
,YDR239C,chrIV,941057,943420
,YDR246W-A,chrIV,955133,955333
,YDR248C,chrIV,957758,958339
,YDR249C,chrIV,958681,959802
,YDR250C,chrIV,960086,960361
,YDR261C-C,chrIV,991027,992349
,YDR261C-D,chrIV,987534,992349
,YDR261W-A,chrIV,981462,982778
,YDR261W-B,chrIV,981462,986775
,YDR262W,chrIV,993134,993952
,YDR269C,chrIV,1005665,1005988
,YDR271C,chrIV,1008395,1008766
,YDR274C,chrIV,1011589,1011960
,YDR278C,chrIV,1017001,1017318
,YDR290W,chrIV,1039370,1039699
,YDR316W-A,chrIV,1096064,1097386
,YDR316W-B,chrIV,1096064,1101332
,YDR320W-B,chrIV,1108484,1108621
,YDR327W,chrIV,1125302,1125628
,YDR338C,chrIV,1147379,1149466
,YDR340W,chrIV,1150881,1151183
,YDR341C,chrIV,1151803,1153626
,YDR344C,chrIV,1162006,1162449
,YDR354C-A,chrIV,1185139,1185282
,YDR355C,chrIV,1186067,1186369
,YDR365W-A,chrIV,1206997,1208319
,YDR365W-B,chrIV,1206997,1212265
,YDR371C-A,chrIV,1219509,1219613
,YDR391C,chrIV,1257358,1258056
,YDR396W,chrIV,1266295,1266795
,YDR401W,chrIV,1272223,1272786
,YDR406W-A,chrIV,1283799,1284044
,YDR413C,chrIV,1294836,1295411
,YDR415C,chrIV,1297037,1298161
,YDR417C,chrIV,1301555,1301926
,YDR426C,chrIV,1321629,1322006
,YDR431W,chrIV,1328390,1328701
,YDR433W,chrIV,1329600,1330040
,YDR442W,chrIV,1345647,1346039
,YDR444W,chrIV,1350290,1352353
,YDR445C,chrIV,1352182,1352589
,YDR455C,chrIV,1367373,1367681
,YDR464C-A,chrIV,1392492,1392680
,YDR467C,chrIV,1397583,1397909
,YDR474C,chrIV,1407452,1409119
,YDR476C,chrIV,1410453,1411127
,YDR491C,chrIV,1434500,1434991
,YDR509W,chrIV,1468226,1468573
,YDR510C-A,chrIV,1469695,1469811
,YDR514C,chrIV,1471548,1472999
,YDR521W,chrIV,1483141,1483476
,YDR524C-A,chrIV,1489871,1489990
,YDR524C-B,chrIV,1489598,1489798
,YDR524W-C,chrIV,1489403,1489492
,YDR526C,chrIV,1491075,1491545
,YDR535C,chrIV,1506606,1507362
,YDR537C,chrIV,1510856,1511461
,YDR541C,chrIV,1519664,1520698
,YDR543C,chrIV,1524634,1524933
,YDR544C,chrIV,1525095,1525523
,YDR545C-A,chrIV,1530863,1531342
,YEL008C-A,chrV,140726,140818
,YEL008W,chrV,140512,140892
,YEL009C-A,chrV,136371,136778
,YEL010W,chrV,136279,136629
,YEL014C,chrV,128303,128608
,YEL018C-A,chrV,121455,121988
,YEL020C-B,chrV,117183,117380
,YEL023C,chrV,108504,110552
,YEL025C,chrV,102581,106147
,YEL028W,chrV,98668,99129
,YEL030C-A,chrV,94583,94897
,YEL032C-A,chrV,87040,87201
,YEL034C-A,chrV,85613,86215
,YEL045C,chrV,68840,69265
,YEL050W-A,chrV,59549,59740
,YEL053W-A,chrV,52908,53255
,YEL067C,chrV,26189,26776
,YEL068C,chrV,25646,25978
,YEL073C,chrV,7230,7553
,YEL074W,chrV,6126,6464
,YEL075C,chrV,5345,5713
,YEL075W-A,chrV,4870,5481
,YEL076C,chrV,4464,5114
,YEL076C-A,chrV,4185,5114
,YEL077C,chrV,264,4097
,YEL077W-A,chrV,630,1112
,YER006C-A,chrV,164344,164661
,YER010C,chrV,172634,173338
,YER023C-A,chrV,201522,201734
,YER034W,chrV,221846,222403
,YER039C-A,chrV,229263,229481
,YER046W-A,chrV,243700,244029
,YER053C-A,chrV,260933,261046
,YER066C-A,chrV,291703,292203
,YER067C-A,chrV,292240,292563
,YER068C-A,chrV,295301,295732
,YER076C,chrV,312590,313498
,YER076W-A,chrV,313390,313737
,YER078W-A,chrV,318646,318810
,YER079C-A,chrV,319902,320240
,YER079W,chrV,318920,319552
,YER084W,chrV,327065,327451
,YER084W-A,chrV,327598,328110
,YER085C,chrV,327619,328140
,YER087C-A,chrV,331817,332368
,YER088C-A,chrV,335696,336019
,YER088W-B,chrV,335927,336073
,YER090C-A,chrV,338322,338411
,YER091C-A,chrV,342390,342611
,YER097W,chrV,355140,355469
,YER107W-A,chrV,374394,374714
,YER108C,chrV,375211,376995
,YER119C-A,chrV,400867,401238
,YER121W,chrV,402375,402719
,YER133W-A,chrV,437191,437532
,YER134C,chrV,437267,437803
,YER135C,chrV,437952,438344
,YER137C,chrV,441373,441819
,YER137C-A,chrV,447702,449024
,YER137W-A,chrV,441575,441880
,YER138C,chrV,443756,449024
,YER138W-A,chrV,449474,449578
,YER145C-A,chrV,462386,462823
,YER147C-A,chrV,465203,465613
,YER148W-A,chrV,466185,466763
,YER152C,chrV,472657,473988
,YER152W-A,chrV,473485,474051
,YER158C,chrV,488857,490578
,YER158W-A,chrV,491487,491702
,YER159C-A,chrV,496802,498124
,YER160C,chrV,492856,498124
,YER165C-A,chrV,512627,512983
,YER172C-A,chrV,536275,536655
,YER175W-A,chrV,540650,540814
,YER181C,chrV,551473,551796
,YER186C,chrV,561705,562625
,YER186W-A,chrV,565667,566260
,YER187W,chrV,566230,566655
,YER188C-A,chrV,569608,569907
,YER188W,chrV,568040,568759
,YER189W,chrV,571155,571523
,YER190C-A,chrV,574804,575379
,YER190C-B,chrV,575680,576162
,YFL002W-A,chrVI,138204,143517
,YFL002W-B,chrVI,138204,139520
,YFL006W,chrVI,129140,129904
,YFL012W,chrVI,110647,111093
,YFL012W-A,chrVI,109810,110184
,YFL013W-A,chrVI,107799,108602
,YFL015C,chrVI,106469,106963
,YFL015W-A,chrVI,106415,106732
,YFL019C,chrVI,100252,100605
,YFL021C-A,chrVI,95761,96615
,YFL031C-A,chrVI,76014,76115
,YFL032W,chrVI,74872,75192
,YFL040W,chrVI,51350,52972
,YFL041W-A,chrVI,48734,48925
,YFL043C,chrVI,45720,46157
,YFL051C,chrVI,30058,30540
,YFL063W,chrVI,5066,5521
,YFL064C,chrVI,3322,3846
,YFL065C,chrVI,3030,3338
,YFL066C,chrVI,1437,2615
,YFL067W,chrVI,836,1363
,YFL068W,chrVI,53,535
,YFR006W,chrVI,156145,157752
,YFR009W-A,chrVI,163875,164132
,YFR010W-A,chrVI,166728,166916
,YFR012W-A,chrVI,169224,169310
,YFR018C,chrVI,183131,184222
,YFR024C,chrVI,201947,203068
,YFR034W-A,chrVI,226022,226309
,YFR035C,chrVI,226121,226465
,YFR036W-A,chrVI,227451,228101
,YFR052C-A,chrVI,253429,253734
,YFR054C,chrVI,258855,259433
,YFR056C,chrVI,263957,264325
,YFR057W,chrVI,269061,269516
,YGL006W-A,chrVII,485423,485533
,YGL007C-A,chrVII,482941,483027
,YGL014C-A,chrVII,466237,466398
,YGL024W,chrVII,449788,450123
,YGL034C,chrVII,433214,433579
,YGL039W,chrVII,423961,425007
,YGL041C,chrVII,419022,419225
,YGL041C-B,chrVII,418704,418886
,YGL042C,chrVII,418288,418593
,YGL046W,chrVII,414100,414888
,YGL052W,chrVII,403437,403742
,YGL063C-A,chrVII,384502,384651
,YGL069C,chrVII,375050,375514
,YGL072C,chrVII,371003,371362
,YGL074C,chrVII,368596,368922
,YGL081W,chrVII,357377,358339
,YGL082W,chrVII,355827,356972
,YGL088W,chrVII,345836,346201
,YGL102C,chrVII,311505,311933
,YGL108C,chrVII,303649,304071
,YGL109W,chrVII,303513,303836
,YGL114W,chrVII,293460,295637
,YGL118C,chrVII,288014,288451
,YGL123C-A,chrVII,277634,277864
,YGL132W,chrVII,261580,261915
,YGL138C,chrVII,248494,249531
,YGL140C,chrVII,241353,245012
,YGL149W,chrVII,225572,225877
,YGL152C,chrVII,216692,217369
,YGL159W,chrVII,202721,203833
,YGL165C,chrVII,191398,191976
,YGL176C,chrVII,171415,173079
,YGL177W,chrVII,167559,167906
,YGL182C,chrVII,157273,157596
,YGL185C,chrVII,153167,154306
,YGL188C,chrVII,149343,149516
,YGL188C-A,chrVII,148824,148964
,YGL193C,chrVII,141916,142227
,YGL194C-A,chrVII,139719,139961
,YGL199C,chrVII,123572,124042
,YGL204C,chrVII,111700,112005
,YGL210W-A,chrVII,93079,93309
,YGL214W,chrVII,90010,90495
,YGL217C,chrVII,84839,85180
,YGL218W,chrVII,83650,84300
,YGL230C,chrVII,63772,64215
,YGL235W,chrVII,55279,55815
,YGL239C,chrVII,49431,49745
,YGL258W-A,chrVII,9162,9395
,YGL260W,chrVII,6860,7090
