REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY,UniprotID,UniparcID
YML130C,ERO1,S000004599,chrXIII,11483,13174,-1,563,ER Oxidation or Endoplasmic Reticulum Oxidoreductin,Thiol oxidase required for oxidative protein folding in the ER,Thiol oxidase involved in oxidative protein folding; localizes to ER,Q03103,UPI0000036C81
YMR323W,ERR3,S000004942,chrXIII,920088,921401,1,437,Enolase-Related Repeat,"Enolase, a phosphopyruvate hydratase",Phosphopyruvate hydratase,P42222,UPI000012A17E
YML012W,ERV25,S000004473,chrXIII,246116,246751,1,211,ER Vesicle,Member of the p24 family involved in ER to Golgi transport,COPII-coated vesicle protein involved in endoplasmic reticulum to Golgi vesicle-mediated transport,P54837,UPI0000052F12
YML067C,ERV41,S000004532,chrXIII,139063,140214,-1,352,ER Vesicle,Protein localized to COPII-coated vesicles,Protein involved in ER to Golgi vesicle-mediated transport; localizes to COPII vesicle; integral to ER and golgi membrane,Q04651,UPI0000053251
YMR219W,ESC1,S000004832,chrXIII,707133,712109,1,1658,Establishes Silent Chromatin,Protein involved in telomeric silencing,Protein involved subtelomeric heterochromatin assembly and telomere tethering at nuclear periphery; localizes to telomere and nuclear periphery,Q03661,UPI000013B917
YMR111C,EUC1,S000004717,chrXIII,492404,493792,-1,462,Enriches Ubiquitin on Chromatin,Sequence-specific DNA binding protein,Sequence-specific DNA binding protein involved in localizing the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex to chromatin,Q04461,UPI000013B87C
YMR246W,FAA4,S000004860,chrXIII,759807,761891,1,694,Fatty Acid Activation,Long chain fatty acyl-CoA synthetase,"Long-chain fatty acid-CoA ligase involved in long-chain fatty acyl-CoA metabolism and long-chain fatty acid import; contributes to sphingoid transport; localizes to lipid bodies, plasma membrane, cytoplasmic stress granules and to cytoplasm in high-throughput studies",P47912,UPI000012E28A
YMR052W,FAR3,S000004656,chrXIII,379586,380200,1,204,Factor ARrest,Protein of unknown function,"Protein involved in re-entry into mitotic cell cycle after pheromone arrest; localizes to ER, Golgi cis cisterna, cell periphery and ER",P46671,UPI0000052EDD
YMR029C,FAR8,S000004631,chrXIII,328660,330231,-1,523,Factor ARrest,Protein involved in recovery from arrest in response to pheromone,Protein involved in re-entry into mitotic cell cycle after pheromone arrest; localizes to ER and cytosol,Q05040,UPI000013BA14
YMR277W,FCP1,S000004890,chrXIII,820256,822454,1,732,tfiiF-associating component of Ctd Phosphatase,Carboxy-terminal domain (CTD) phosphatase,Protein serine/threonine phosphatase involved in CTD domain dephosphorylation of RNA polymerase II; localizes to cytosol and nucleus,Q03254,UPI000013B940
YMR144W,FDO1,S000004752,chrXIII,553362,554390,1,342,Forkhead one interacting protein involved in DOnor preference,Protein involved in directionality of mating type switching,Protein involved in donor selection during mating type switching; localizes to the nucleus in different large-scale studies,P40214,UPI000013B8BF
YMR058W,FET3,S000004662,chrXIII,388822,390732,1,636,FErrous Transport,Ferro-O2-oxidoreductase,"Ferroxidase involved in arsenate and iron ion transmembrane transport; subunit of high-affinity iron permease complex; localizes to plasma membrane, ER and vacuole",P38993,UPI000012A6F6
YMR319C,FET4,S000004938,chrXIII,912880,914538,-1,552,FErrous Transport,Low-affinity Fe(II) transporter of the plasma membrane,"Copper ion transmembrane transporter involved in copper, iron and zinc ion import; localizes to cell periphery and vacuole",P40988,UPI000012A6F7
YMR306W,FKS3,S000004923,chrXIII,881159,886516,1,1785,FK506 Sensitivity,Protein involved in spore wall assembly,"1,3-beta-D-glucan synthase involved in ascospore wall assembly; localizes to ER and mitochondria",Q04952,UPI000012B7E7
YMR221C,FMP42,S000004834,chrXIII,713931,715445,-1,504,Found in Mitochondrial Proteome,Putative protein of unknown function,Predicted integral membrane protein whose biological role is unknown; localizes to the mitochondrion and vacuole in multiple large-scale studies,Q04991,UPI000013B918
YMR020W,FMS1,S000004622,chrXIII,315377,316903,1,508,Fenpropimorph-resistance Multicopy Suppressor,Polyamine oxidase,Polyamine oxidase involved in pantothenate biosynthesis and spermine catabolism; localizes to cytoplasm,P50264,UPI000012AAD8
YMR113W,FOL3,S000004719,chrXIII,494999,496282,1,427,FOLic acid synthesis,"Dihydrofolate synthetase, involved in folic acid biosynthesis",Dihydrofolate synthase involved in folic acid-containing compound biosynthesis; localizes to cytoplasm,Q12676,UPI000012AB5F
YML074C,FPR3,S000004539,chrXIII,120089,121324,-1,411,Fk 506-sensitive Proline Rotamase,Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase),Macrolide binding protein involved in meiotic recombination checkpoint signaling and nucleosome assembly; localizes to nucleolus,P38911,UPI000012A817
YMR178W,FPY1,S000004790,chrXIII,618479,619303,1,274,FAD PYrophosphatase,FAD pyrophosphatase,FAD pyrophosphatase involved in flavin metabolism; localizes to the nucleus and cytoplasm in a large-scale study,Q03219,UPI000013B8FB
YMR222C,FSH2,S000004835,chrXIII,715638,716309,-1,223,Family of Serine Hydrolases,Putative serine hydrolase that localizes to the cytoplasm,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study,Q05015,UPI000013B91B
YMR232W,FUS2,S000004845,chrXIII,736926,738959,1,677,cell FUSion,Cell fusion regulator,Protein involved in regulating the termination of mating projection growth as well as karyogamy during mating; localizes to nucleus and mating projection tip,Q05670,UPI000012AD90
YMR250W,GAD1,S000004862,chrXIII,770801,772558,1,585,GlutAmate Decarboxylase,Glutamate decarboxylase,Glutamate decarboxylase involved in cellular response to oxidative stress and glutamate catabolism; localizes to cytoplasm,Q04792,UPI0000128FAD
YML051W,GAL80,S000004515,chrXIII,171594,172901,1,435,GALactose metabolism,Transcriptional regulator involved in the repression of GAL genes,Transcription factor-binding protein involved in galactose metabolism; negatively regulates Gal4p transcription factor activity; localizes to the nucleus and cytoplasm,P04387,UPI000012B07C
YMR307W,GAS1,S000004924,chrXIII,887003,888682,1,559,Glycophospholipid-Anchored Surface protein,"Beta-1,3-glucanosyltransferase required for cell wall assembly","1,3-beta-glucanosyltransferase, catalyzes splitting and linking of (1->3)-beta-D-glucan molecules that leads to elongation of (1->3)-beta-D-glucan chains; involved in cell wall organization, also has a role in chromatin silencing; localized to cell wall, nuclear periphery and throughout secretory pathway",P22146,UPI000012B0E3
YMR215W,GAS3,S000004828,chrXIII,696796,698370,1,524,Glycophospholipid-Anchored Surface protein,"Putative 1,3-beta-glucanosyltransferase","Putative 1,3-beta-glucanosyltransferase; localizes to cell wall, plasma membrane, and vacuole",Q03655,UPI000012B0E4
YMR136W,GAT2,S000004744,chrXIII,541199,542881,1,560,,Protein containing GATA family zinc finger motifs,Sequence-specific DNA binding RNA polymerase II transcription factor involved in regulation of transcription by RNA polymerase II,P40209,UPI000012B101
YMR189W,GCV2,S000004801,chrXIII,637500,640604,1,1034,GlyCine cleaVage,P subunit of the mitochondrial glycine decarboxylase complex,Mitochondrial glycine decarboxylase of the glycine cleavage system which breaks down glycine by oxidative cleavage; involved in one-carbon transfer metabolism,P49095,UPI000012B352
YMR255W,GFD1,S000004868,chrXIII,778001,778567,1,188,Good For Dbp5p,Coiled-coiled protein of unknown function,Protein that binds to nuclear pore complex through Gle1p; involved in mRNA export from the nucleus; localized to cytoplasm,Q04839,UPI000013B938
YMR135C,GID8,S000004742,chrXIII,538689,540056,-1,455,Glucose Induced Degradation deficient,"Subunit of GID Complex, binds strongly to central component Vid30p","Subunit of the GID complex involved in negative regulation of gluconeogenesis, proteasome-mediated ubiquitin-dependent protein catabolism and traversing start control point of mitotic cell cycle; localizes to cytoplasm and nucleus",P40208,UPI000013B8AF
YML094W,GIM5,S000004559,chrXIII,82275,82849,1,163,Gene Involved in Microtubule biogenesis,Subunit of the heterohexameric cochaperone prefoldin complex,Tubulin binding protein involved in positive regulation of gene-specific transcription elongation from RNA polymerase II promoter and tubulin complex assembly; subunit of prefoldin complex; localizes to cytoplasm and nucleus,Q04493,UPI0000053077
YML006C,GIS4,S000004465,chrXIII,256092,258416,-1,774,GIg1-2 Suppressor,CAAX box containing protein of unknown function,Plasma membrane protein involved in ion homeostasis and signal transduction,Q04233,UPI000013B96B
YMR311C,GLC8,S000004928,chrXIII,896914,897603,-1,229,GLyCogen,Regulatory subunit of protein phosphatase 1 (Glc7p),Enzyme activator involved in chromosome segregation and glycogen biosynthesis; localizes to cytoplasm and nucleus,P41818,UPI000012B55C
YML004C,GLO1,S000004463,chrXIII,261705,262685,-1,326,GLyOxalase,Monomeric glyoxalase I,Glyoxalase I; catalyzes the catabolic conversion of methylglyoxal to S-lactoyl-glutathione in a condensation reaction that consumes glutathione; localizes to the nucleus and cytoplasm in high-throughput studies,P50107,UPI000012E618
YMR292W,GOT1,S000004906,chrXIII,854795,855293,1,138,GOlgi Transport,Homodimeric protein that is packaged into COPII vesicles,"Protein involved in ER to Golgi vesicle-mediated transport; localizes to COPII vesicle, ER, golgi apparatus and cis cisterna",Q03554,UPI000013B945
YMR281W,GPI12,S000004894,chrXIII,832339,833253,1,304,GlycosylPhosphatidylInositol anchor biosynthesis,ER membrane protein involved in the second step of GPI anchor assembly,"N-acetylglucosaminylphosphatidylinositol deacetylase involved in GPI anchor biosynthesis; localizes to cytoplasm, endoplasmic reticulum, and putatively integral to membrane in high-throughput studies",P23797,UPI000012B917
YML048W,GSF2,S000004511,chrXIII,178426,179637,1,403,Glucose Signaling Factor,Endoplasmic reticulum (ER) localized integral membrane protein,ER integral membrane protein involved in protein folding and ubiquitin-dependent ERAD pathway; localizes to ER,Q04697,UPI000013B9A0
YMR251W,GTO3,S000004863,chrXIII,772915,774015,1,366,Glutathione Transferase Omega-like,Omega class glutathione transferase,Cytoplasmic glutathione transferase presumably involved in glutathione metabolism,Q04806,UPI000004F959
YML121W,GTR1,S000004590,chrXIII,26930,27862,1,310,GTp binding protein Resemblance,Subunit of TORC1-stimulating GTPase and EGO/GSE complex,"GTPase that is subunit of the Gtr1-Gtr2 GTPase complex and the EGO complex; involved in TOR1 localization to the vacuolar membrane, positive regulation of TORC1 signaling, negative regulation of autophagy during nitrogen starvation, chromatin silencing at telomeres, and transcription from RNA polymerase I and III promoters; also involved in phosphate ion transport; localizes to the nucleus, cytoplasm, vacuole membrane, and late endosome membrane",Q00582,UPI000012BD02
YMR217W,GUA1,S000004830,chrXIII,701790,703367,1,525,GUanine Auxotroph,GMP synthase,Glutamine-hydrolyzing guanosine monophosphate synthetase involved in GMP biosynthesis,P38625,UPI00001683E1
YMR192W,GYL1,S000004804,chrXIII,647118,649280,1,720,GYp Like,Putative GTPase activating protein (GAP) with a role in exocytosis,"Broadly distributed protein involved in ER-to-Golgi vesicle-mediated transport and regulation of exocytosis; localizes to various parts of cell including plasma membrane, cytoplasm, mitochondria, Golgi-associated vesicles, incipient bud sites, bud tip, and bud neck",Q04322,UPI000013B903
YMR290C,HAS1,S000004903,chrXIII,850074,851591,-1,505,Helicase Associated with Set1,ATP-dependent RNA helicase,An ATP-dependent RNA helicase involved in the maturation of SSU- and LSU-rRNA; localizes to the large subunit precursor preribosome,Q03532,UPI0000052F14
YMR293C,HER2,S000004907,chrXIII,855399,856793,-1,464,Hmg2p ER Remodeling,Subunit of the trimeric GatFAB AmidoTransferase(AdT) complex,Glu-tRNAGln amidotransferase involved in ER organization and  glutaminyl-tRNAGln biosynthesis via transamidation; subunit of GatCAB AdT complex; localizes to mitochondria,Q03557,UPI000012B1AE
YMR207C,HFA1,S000004820,chrXIII,677193,683564,-1,2123,,Mitochondrial acetyl-coenzyme A carboxylase,Acetyl-CoA carboxylase involved in long-chain fatty acid biosynthesis; localizes to mitochondria and cytoplasm,P32874,UPI000012C66F
YMR110C,HFD1,S000004716,chrXIII,490394,491992,-1,532,Homolog of Fatty aldehyde Dehydrogenase,Dehydrogenase involved in ubiquinone and sphingolipid metabolism,4-hydroxybenzaldehyde dehydrogenase; contributes to ubiquinone biosynthesis from tyrosine and to sphingolipid metabolism; localized to lipid droplets and integral to mitochondrial outer membrane,Q04458,UPI000004F957
YMR161W,HLJ1,S000004771,chrXIII,577718,578392,1,224,HomoLogous to E. coli dnaJ protein,Co-chaperone for Hsp40p,ATPase activator involved in ER-associated ubiquitin-dependent pathway; localizes to endoplasmic reticulum,P48353,UPI000012C941
YML075C,HMG1,S000004540,chrXIII,115734,118898,-1,1054,3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase,HMG-CoA reductase,HMG-CoA reductase that catalyzes the conversion of (R)-mevalonate and coenzyme A into (S)-3-hydroxy-3-methylglutaryl-coenzyme A; involved in the biosynthesis of ergosterol and the biosynthesis of isopentenyl disphosphate; localizes to membranes of both the nucleus and the endoplasmic reticulum,P12683,UPI000003AC9C
YMR032W,HOF1,S000004635,chrXIII,335298,337307,1,669,Homolog Of cdc Fifteen,F-BAR protein that regulates actin cytoskeleton organization,"Cytoskeleton- and phospholipid-binding protein involved in actin nucleation, actomyosin contractile ring organization, and cell septum biogenesis; subunit of MIH and HICS complexes involved in cytokinesis; localizes to cell cortex, bud neck, contractile ring, septin ring, and site of polarized growth",Q05080,UPI0000128C32
YMR251W-A,HOR7,S000004864,chrXIII,774752,774931,1,59,HyperOsmolarity-Responsive,Protein of unknown function,"Protein involved in plasma membrane organization; localizes to plasma membrane, cell periphery, ER and vacuole",Q05827,UPI000004F95A
YMR172W,HOT1,S000004783,chrXIII,605981,608140,1,719,High-Osmolarity-induced Transcription,Transcription factor for glycerol biosynthetic genes,Transcription initiation factor involved in preinitiation complex assembly and activation of transcription in response to osmotic stress; localizes to nucleus,Q03213,UPI0000052F01
YMR186W,HSC82,S000004798,chrXIII,632355,634472,1,705,,Cytoplasmic chaperone of the Hsp90 family,"Chaperone protein and ATPase involved in de novo protein folding and protein refolding; involved in proteasome assembly, telomere maintenance, box C/D snoRNP assembly, and the cellular response to heat; localizes to the cytoplasm, mitochondrion, and plasma membrane in high-throughput studies",P15108,UPI0000052EE0
YMR288W,HSH155,S000004901,chrXIII,845571,848486,1,971,Human Sap Homolog,U2-snRNP associated splicing factor,Messenger RNA binding protein involved in mRNA splicing and spliceosomal complex assembly; localizes to GT-AG prespliceosome,P49955,UPI00000531EC
YML058W-A,HUG1,S000007472,chrXIII,158760,158966,1,68,,Ribonucleotide reductase inhibitor,Cytoplasmic ribonucleoside-diphosphate reductase inhibitor involved in DNA damage checkpoint signaling,Q6Q5K6,UPI00001683BB
YMR011W,HXT2,S000004613,chrXIII,288079,289704,1,541,HeXose Transporter,High-affinity glucose transporter of the major facilitator superfamily,"Hexose transmembrane transporter that transports glucose, fructose, and mannose; also has pentose transmembrane transporter activity; localizes to the plasma membrane",P23585,UPI000004F954
YMR195W,ICY1,S000004808,chrXIII,654034,654417,1,127,Interacting with the CYtoskeleton,Protein of unknown function,Protein whose biological role is unknown; localizes to the vacuolar membrane in a large-scale study,Q04329,UPI000013B905
YMR108W,ILV2,S000004714,chrXIII,484084,486147,1,687,IsoLeucine-plus-Valine requiring,Acetolactate synthase,"Acetolactate synthase; FAD binding protein involved in the biosynthesis of branched chain amino acids (isoleucine, valine and leucine); subunit of the acetolactate synthase complex; localizes to the mitochondrion in high-throughput studies",P07342,UPI000012D53A
YML056C,IMD4,S000004520,chrXIII,162194,164176,-1,524,IMP Dehydrogenase,Inosine monophosphate dehydrogenase,Inosine monophosphate dehydrogenase,P50094,UPI00000534E9
YMR150C,IMP1,S000004758,chrXIII,561956,562528,-1,190,Inner Membrane Protease,Catalytic subunit of mitochondrial inner membrane peptidase complex,Endopeptidase subunit of the mitochondrial inner membrane peptidase complex; involved in protein processing within the mitochondrion,P28627,UPI00001683D9
YMR035W,IMP2,S000004638,chrXIII,341142,341675,1,177,Inner Membrane Protease,Catalytic subunit of mitochondrial inner membrane peptidase complex,Endopeptidase subunit of the mitochondrial inner membrane peptidase complex; involved in protein processing within the mitochondrion,P46972,UPI000012D634
YMR204C,INP1,S000004817,chrXIII,670063,671325,-1,420,INheritance of Peroxisomes,Peripheral membrane protein of peroxisomes,Protein-bridging protein involved in peroxisome inheritance; is an extrinsic component of intraperoxisomal membrane,Q03694,UPI000013B909
YMR163C,INP2,S000004773,chrXIII,584271,586388,-1,705,INheritance of Peroxisomes,Peroxisome-specific receptor important for peroxisome inheritance,Peroxisomal membrane protein with protein-membrane adaptor activity; involved in peroxisome inheritance,Q03824,UPI0000053238
YMR044W,IOC4,S000004647,chrXIII,355384,356811,1,475,Iswi One Complex,Member of a complex (Isw1b) with Isw1p and Ioc2p,Subunit of the Isw1b chromatin remodeling complex,Q04213,UPI000013BA21
YMR073C,IRC21,S000004677,chrXIII,412268,412873,-1,201,Increased Recombination Centers,Protein of unknown function,Protein with a role in cellular response to DNA damage,Q04772,UPI000013BA35
YMR081C,ISF1,S000004686,chrXIII,430079,431095,-1,338,Increasing Suppression Factor,"Serine-rich, hydrophilic protein",Protein with a role in aerobic respiration,P32488,UPI000012ED45
YML068W,ITT1,S000004533,chrXIII,137550,138944,1,464,Inhibitor of Translation Termination,Protein that modulates the efficiency of translation termination,Protein involved in regulation of translation termination,Q04638,UPI000013B9C1
YMR132C,JLP2,S000004739,chrXIII,534944,535570,-1,208,dnaJ-Like Protein,Protein of unknown function,Protein whose biological role is unknown; localizes to the cytoplasm in a large-scale study,P40206,UPI000013B8A9
YMR294W,JNM1,S000004908,chrXIII,856966,858087,1,373,Just Nuclear Migration,Component of the yeast dynactin complex,Subunit of the dynactin complex; involved in nuclear migration and establishment of the mitotic spindle orientation,P36224,UPI000012DABC
YMR065W,KAR5,S000004669,chrXIII,399702,401216,1,504,KARyogamy,Protein required for nuclear membrane fusion during karyogamy,Protein involved in karyogamy during mating; localizes to endoplasmic reticulum membrane and mitochondria,Q04746,UPI000013BA2E
YMR102C,LAF1,S000004708,chrXIII,469848,472352,-1,834,Lam2/Ltc4-Associated Factor,Sterol-binding beta-propeller protein,Protein involved in sterol transport,Q03177,UPI000013BA4C
YMR296C,LCB1,S000004911,chrXIII,859215,860891,-1,558,Long-Chain Base,Component of serine palmitoyltransferase,Serine palmitoyltransferase subunit involved in biosynthesis of sphingolipids; localized to the SPOTS complex in the endoplasmic reticulum,P25045,UPI0000052F7F
YMR148W,LDO16,S000004756,chrXIII,560366,560812,1,148,LD Organization protein of 16kD,Protein of unknown function with possible role in spore wall assembly,Seipin complex-binding protein involved in regulation of lipid droplets,P40219,UPI000013B8C9
YMR147W,LDO45,S000004755,chrXIII,559199,560812,1,412,Lipid Droplet Organization protein of 45 Kda,Putative protein of unknown function,Seipin complex-binding protein involved in regulation of lipid droplets,P40218,UPI001B3CA494
YML037C,LFT1,S000004501,chrXIII,204386,205408,-1,340,Laa Function Two,Putative protein of unknown function,Protein whose biological role is unknown; localizes to clathrin-coated vesicle,Q03703,UPI000013B98B
YMR298W,LIP1,S000004913,chrXIII,863819,864271,1,150,Lag1p/Lac1p Interacting Protein,Ceramide synthase subunit,Subunit of the acyl-CoA ceramide synthase complex; localizes to the endoplasmic reticulum membrane and has sphingosine-N-acyltransferase activity,Q03579,UPI000013B947
YMR021C,MAC1,S000004623,chrXIII,317165,318418,-1,417,Metal binding ACtivator,Copper-sensing transcription factor,Nuclear transcription factor involved in copper ion homeostasis,P35192,UPI00000530BB
YMR043W,MCM1,S000004646,chrXIII,353871,354731,1,286,MiniChromosome Maintenance,Transcription factor,"Sequence-specific DNA-binding RNA polymerase II transcription activator and repressor; involved in the regulation of mating type switching, mating-type specific transcription, arginine metabolism, and G2/M transition of mitotic cell cycle; binds DNA replication origins and is involved in DNA replication initiation; localizes to the cytosol, nucleus, and nuclear chromatin",P11746,UPI0000035CF1
YML104C,MDM1,S000004572,chrXIII,58939,62322,-1,1127,Mitochondrial Distribution and Morphology,PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs,Phosphatidylinositol-3-phosphate binding protein involved in mitochondrial and nuclear inheritance; tethers endoplasmic reticulum to the vacuole; localizes to nucleus-vacuole junctions,Q01846,UPI000012EE6E
YMR112C,MED11,S000004718,chrXIII,494100,494495,-1,131,MEDiator complex,Subunit of the RNA polymerase II mediator complex,"Subunit of the core mediator complex, which acts as a bridge between transcription factors and RNA Pol II; binds TFIIH-class transcription factors and has transcription coactivator activity; involved in assembly of the RNA Pol II preinitiation complex and regulation of Pol II transcription",Q99278,UPI0002374963
YML062C,MFT1,S000004527,chrXIII,147505,148683,-1,392,Mitochondrial Fusion Targeting,Subunit of the THO complex,"Nucleic acid binding molecular adaptor involved in DNA recombination, mRNA export from cell nucleus and SG assembly; subunit of nucleoplasmic THO complex",P33441,UPI000012F04A
YMR210W,MGL2,S000004823,chrXIII,687516,688865,1,449,MonoacylGlycerol Lipase,Monoacylglycerol and triacylglycerol lipase,Monoacylglycerol and triacylglycerol lipase; involved in triacylglycerol catabolism; minor role in the biosynthesis of medium-chain fatty acid ethyl ester,Q03649,UPI000013B90C
YMR115W,MGR3,S000004721,chrXIII,497704,499209,1,501,Mitochondrial Genome Required,Subunit of the mitochondrial (mt) i-AAA protease supercomplex,Misfolded protein binding protein involved in degradation of misfolded or incompletely synthesized proteins; subunit of  mitochondrial inner membrane,Q04472,UPI000013B888
YMR036C,MIH1,S000004639,chrXIII,341856,343520,-1,554,Mitotic Inducer Homolog,Protein tyrosine phosphatase,Putative protein tyrosine phosphatase involved in G2/M transition of mitotic cell cycle via regulation of cyclin-dependent protein serine/threonine kinase activity; localizes to both nucleus and cytoplasm,P23748,UPI000012F480
YMR182W-A,MIN3,S000028693,chrXIII,625811,625897,1,28,mitochondrial MINi protein of 3 kDa,Mitochondrial protein of unknown function,Protein whose biological role and cellular location are unknown,Q8TGS7,UPI000006A27B
YML007C-A,MIN4,S000007621,chrXIII,253162,253272,-1,36,mitochondrial MINi protein of 4 kDa,Mitochondrial protein of unknown function,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study,Q3E7A6,UPI00001683C8
YMR002W,MIX17,S000004604,chrXIII,272193,272663,1,156,Mitochondrial Intermembrane space CX(n)C motif protein,Mitochondrial intermembrane space protein,Protein localized to the mitochondrial intermembrane space; involved in aerobic respiration,Q03667,UPI000013B9FF
YMR167W,MLH1,S000004777,chrXIII,594886,597195,1,769,MutL Homolog,Protein required for mismatch repair in mitosis and meiosis,"ATPase subunit of MutLalpha, MutLbeta, MutLgamma complexes that contributes to DNA binding; involved in meiotic mismatch repair, reciprocal meiotic recombination, meiotic heteroduplex formation",P38920,UPI00000531C8
YMR252C,MLO1,S000004865,chrXIII,775315,775719,-1,134,Mitochondrially LOcalized protein,Mitochondrial protein of unknown function,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study,Q04814,UPI000013B931
YMR166C,MME1,S000004776,chrXIII,593367,594473,-1,368,Mitochondrial Magnesium Exporter,Transporter of the mitochondrial inner membrane that exports magnesium,Magnesium ion exporter of the mitochondrial inner membrane; involved in magnesium ion homeostasis,Q03829,UPI000013B8F2
YMR177W,MMT1,S000004789,chrXIII,616566,618098,1,510,Mitochondrial Metal Transporter,Putative metal transporter involved in mitochondrial iron accumulation,Mitochondrial protein involved in iron homeostasis,Q03218,UPI000013B8F9
YMR070W,MOT3,S000004674,chrXIII,409154,410626,1,490,Modifier of Transcription,"Transcriptional repressor, activator",Sequence-specific DNA-binding RNA polymerase II transcription factor involved in the cellular response to osmotic stress; positively regulates transcription in response to osmotic stress and negatively regulates transcription of ergosterol biosynthetic genes and the hypoxic gene ANB1; localizes to the nucleus and cytosol,P54785,UPI000012F3CA
YMR224C,MRE11,S000004837,chrXIII,718575,720653,-1,692,Meiotic REcombination,Nuclease subunit of the MRX complex with Rad50p and Xrs2p,"Nuclease subunit of the Mre11 complex; has endonuclease and 3-5 exonuclease activity; binds single and double-stranded telomeric DNA and G-quadruplex DNA; involved in multiple processes during meiosis including reciprocal recombination, DNA double-strand break formation and processing, and regulation of transcription; involved in various DNA repair processes such as base-excision repair and double-strand break repair via nonhomologous end joining or break-induced replication; also involved in maintenance of DNA trinucleotide repeats and telomeres",P32829,UPI000004C4DA
YMR193W,MRPL24,S000004806,chrXIII,650036,650812,1,258,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",P36525,UPI0000053068
YMR024W,MRPL3,S000004626,chrXIII,321875,323047,1,390,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",P36516,UPI0000052E6B
YMR286W,MRPL33,S000004899,chrXIII,841942,842202,1,86,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",P20084,UPI00001683E6
YML009C,MRPL39,S000004468,chrXIII,251304,251516,-1,70,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",P36533,UPI0000053179
YMR225C,MRPL44,S000004838,chrXIII,720960,721403,-1,98,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",P19956,UPI000005317B
YMR188C,MRPS17,S000004800,chrXIII,636291,637004,-1,237,"Mitochondrial Ribosomal Protein, Small subunit",Mitochondrial ribosomal protein of the small subunit,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",Q03246,UPI00000530A2
YMR158W,MRPS8,S000004767,chrXIII,572248,572715,1,155,"Mitochondrial Ribosomal Protein, Small subunit",Mitochondrial ribosomal protein of the small subunit,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion",Q03799,UPI00000530A1
YML128C,MSC1,S000004597,chrXIII,15135,16676,-1,513,Meiotic Sister-Chromatid recombination,Protein of unknown function,Mitochondrial protein involved in reciprocal meiotic recombination; also localizes to the plasma membrane and ER,Q03104,UPI0000036C80
YMR037C,MSN2,S000004640,chrXIII,344403,346517,-1,704,Multicopy suppressor of SNF1 mutation,Stress-responsive transcriptional activator,Sequence-specific DNA-binding RNA polymerase II transcription factor involved in the regulation of transcription in response to a wide variety of stresses; shuttles between nucleus and cytoplasm,P33748,UPI000012F623
YMR023C,MSS1,S000004625,chrXIII,319437,321017,-1,526,Mitochondrial Splicing System,Mitochondrial protein,Putative GTP-binding protein involved in mitochondrial tRNA wobble uridine modification; localizes to inner mitochondrial membrane,P32559,UPI000012F689
YMR164C,MSS11,S000004774,chrXIII,587274,589550,-1,758,Multicopy Suppressor of STA genes,Transcription factor,Protein involved in positive regulation of transcription by RNA polymerase II; localizes to nucleus,Q03825,UPI0000035CF5
YMR228W,MTF1,S000004841,chrXIII,724626,725651,1,341,Mitochondrial Transcription Factor,Mitochondrial RNA polymerase specificity factor,Mitochondrial transcription factor involved in transcription initiation from mitochondrial promoter and activation of RNA elongation; subunit of mitochondrial DNA-directed RNA polymerase complex; localizes to mitochondrial matrix and intermembrane space,P14908,UPI00001683E2
YMR097C,MTG1,S000004703,chrXIII,459424,460527,-1,367,MiTochondrial GTPase,Putative GTPase peripheral to the mitochondrial inner membrane,Mitochondrial GTPase involved in mitochondrial translation; also localizes to nucleus,Q03151,UPI000013BA48
YMR100W,MUB1,S000004706,chrXIII,466300,468162,1,620,MUlti Budding,MYND domain-containing protein,"Subunit of the MUB1-RAD6-UBR2 ubiquitin ligase complex, involved in ubiquitin-dependent protein catabolism",Q03162,UPI000013BA4B
