REGION,GENE,SGDID,CHROM,START,STOP,STRAND,PROTEIN_LENGTH,GENE_NAME,DESCRIPTION,SUMMARY
YMR065W,KAR5,S000004669,chrXIII,399702,401216,1,504,KARyogamy,Protein required for nuclear membrane fusion during karyogamy,Protein involved in karyogamy during mating; localizes to endoplasmic reticulum membrane and mitochondria
YMR102C,LAF1,S000004708,chrXIII,469848,472352,-1,834,Lam2/Ltc4-Associated Factor,Sterol-binding beta-propeller protein,Protein involved in sterol transport
YMR296C,LCB1,S000004911,chrXIII,859215,860891,-1,558,Long-Chain Base,Component of serine palmitoyltransferase,Serine palmitoyltransferase subunit involved in biosynthesis of sphingolipids; localized to the SPOTS complex in the endoplasmic reticulum
YMR148W,LDO16,S000004756,chrXIII,560366,560812,1,148,LD Organization protein of 16kD,Protein of unknown function with possible role in spore wall assembly,Seipin complex-binding protein involved in regulation of lipid droplets
YMR147W,LDO45,S000004755,chrXIII,559199,560812,1,412,Lipid Droplet Organization protein of 45 Kda,Putative protein of unknown function,Seipin complex-binding protein involved in regulation of lipid droplets
YML037C,LFT1,S000004501,chrXIII,204386,205408,-1,340,Laa Function Two,Putative protein of unknown function,Protein whose biological role is unknown; localizes to clathrin-coated vesicle
YMR298W,LIP1,S000004913,chrXIII,863819,864271,1,150,Lag1p/Lac1p Interacting Protein,Ceramide synthase subunit,Subunit of the acyl-CoA ceramide synthase complex; localizes to the endoplasmic reticulum membrane and has sphingosine-N-acyltransferase activity
YMR021C,MAC1,S000004623,chrXIII,317165,318418,-1,417,Metal binding ACtivator,Copper-sensing transcription factor,Nuclear transcription factor involved in copper ion homeostasis
YMR043W,MCM1,S000004646,chrXIII,353871,354731,1,286,MiniChromosome Maintenance,Transcription factor,"Sequence-specific DNA-binding RNA polymerase II transcription activator and repressor; involved in the regulation of mating type switching, mating-type specific transcription, arginine metabolism, and G2/M transition of mitotic cell cycle; binds DNA replication origins and is involved in DNA replication initiation; localizes to the cytosol, nucleus, and nuclear chromatin"
YML104C,MDM1,S000004572,chrXIII,58939,62322,-1,1127,Mitochondrial Distribution and Morphology,PtdIns-3-P binding protein that tethers the ER to vacuoles at NVJs,Phosphatidylinositol-3-phosphate binding protein involved in mitochondrial and nuclear inheritance; tethers endoplasmic reticulum to the vacuole; localizes to nucleus-vacuole junctions
YMR112C,MED11,S000004718,chrXIII,494100,494495,-1,131,MEDiator complex,Subunit of the RNA polymerase II mediator complex,"Subunit of the core mediator complex, which acts as a bridge between transcription factors and RNA Pol II; binds TFIIH-class transcription factors and has transcription coactivator activity; involved in assembly of the RNA Pol II preinitiation complex and regulation of Pol II transcription"
YML062C,MFT1,S000004527,chrXIII,147505,148683,-1,392,Mitochondrial Fusion Targeting,Subunit of the THO complex,"Nucleic acid binding molecular adaptor involved in DNA recombination, mRNA export from cell nucleus and SG assembly; subunit of nucleoplasmic THO complex"
YMR210W,MGL2,S000004823,chrXIII,687516,688865,1,449,MonoacylGlycerol Lipase,Monoacylglycerol and triacylglycerol lipase,Monoacylglycerol and triacylglycerol lipase; involved in triacylglycerol catabolism; minor role in the biosynthesis of medium-chain fatty acid ethyl ester
YMR115W,MGR3,S000004721,chrXIII,497704,499209,1,501,Mitochondrial Genome Required,Subunit of the mitochondrial (mt) i-AAA protease supercomplex,Misfolded protein binding protein involved in degradation of misfolded or incompletely synthesized proteins; subunit of  mitochondrial inner membrane
YMR036C,MIH1,S000004639,chrXIII,341856,343520,-1,554,Mitotic Inducer Homolog,Protein tyrosine phosphatase,Putative protein tyrosine phosphatase involved in G2/M transition of mitotic cell cycle via regulation of cyclin-dependent protein serine/threonine kinase activity; localizes to both nucleus and cytoplasm
YMR182W-A,MIN3,S000028693,chrXIII,625811,625897,1,28,mitochondrial MINi protein of 3 kDa,Mitochondrial protein of unknown function,Protein whose biological role and cellular location are unknown
YML007C-A,MIN4,S000007621,chrXIII,253162,253272,-1,36,mitochondrial MINi protein of 4 kDa,Mitochondrial protein of unknown function,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YMR002W,MIX17,S000004604,chrXIII,272193,272663,1,156,Mitochondrial Intermembrane space CX(n)C motif protein,Mitochondrial intermembrane space protein,Protein localized to the mitochondrial intermembrane space; involved in aerobic respiration
YMR167W,MLH1,S000004777,chrXIII,594886,597195,1,769,MutL Homolog,Protein required for mismatch repair in mitosis and meiosis,"ATPase subunit of MutLalpha, MutLbeta, MutLgamma complexes that contributes to DNA binding; involved in meiotic mismatch repair, reciprocal meiotic recombination, meiotic heteroduplex formation"
YMR252C,MLO1,S000004865,chrXIII,775315,775719,-1,134,Mitochondrially LOcalized protein,Mitochondrial protein of unknown function,Protein whose biological role is unknown; localizes to the mitochondrion in a large-scale study
YMR166C,MME1,S000004776,chrXIII,593367,594473,-1,368,Mitochondrial Magnesium Exporter,Transporter of the mitochondrial inner membrane that exports magnesium,Magnesium ion exporter of the mitochondrial inner membrane; involved in magnesium ion homeostasis
YMR177W,MMT1,S000004789,chrXIII,616566,618098,1,510,Mitochondrial Metal Transporter,Putative metal transporter involved in mitochondrial iron accumulation,Mitochondrial protein involved in iron homeostasis
YMR070W,MOT3,S000004674,chrXIII,409154,410626,1,490,Modifier of Transcription,"Transcriptional repressor, activator",Sequence-specific DNA-binding RNA polymerase II transcription factor involved in the cellular response to osmotic stress; positively regulates transcription in response to osmotic stress and negatively regulates transcription of ergosterol biosynthetic genes and the hypoxic gene ANB1; localizes to the nucleus and cytosol
YMR224C,MRE11,S000004837,chrXIII,718575,720653,-1,692,Meiotic REcombination,Nuclease subunit of the MRX complex with Rad50p and Xrs2p,"Nuclease subunit of the Mre11 complex; has endonuclease and 3-5 exonuclease activity; binds single and double-stranded telomeric DNA and G-quadruplex DNA; involved in multiple processes during meiosis including reciprocal recombination, DNA double-strand break formation and processing, and regulation of transcription; involved in various DNA repair processes such as base-excision repair and double-strand break repair via nonhomologous end joining or break-induced replication; also involved in maintenance of DNA trinucleotide repeats and telomeres"
YMR193W,MRPL24,S000004806,chrXIII,650036,650812,1,258,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YMR024W,MRPL3,S000004626,chrXIII,321875,323047,1,390,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YMR286W,MRPL33,S000004899,chrXIII,841942,842202,1,86,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YML009C,MRPL39,S000004468,chrXIII,251304,251516,-1,70,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YMR225C,MRPL44,S000004838,chrXIII,720960,721403,-1,98,"Mitochondrial Ribosomal Protein, Large subunit",Mitochondrial ribosomal protein of the large subunit,"Component of the large subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YMR188C,MRPS17,S000004800,chrXIII,636291,637004,-1,237,"Mitochondrial Ribosomal Protein, Small subunit",Mitochondrial ribosomal protein of the small subunit,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YMR158W,MRPS8,S000004767,chrXIII,572248,572715,1,155,"Mitochondrial Ribosomal Protein, Small subunit",Mitochondrial ribosomal protein of the small subunit,"Component of the small subunit of the mitochondrial ribosome, which mediates translation in the mitochondrion"
YML128C,MSC1,S000004597,chrXIII,15135,16676,-1,513,Meiotic Sister-Chromatid recombination,Protein of unknown function,Mitochondrial protein involved in reciprocal meiotic recombination; also localizes to the plasma membrane and ER
YMR037C,MSN2,S000004640,chrXIII,344403,346517,-1,704,Multicopy suppressor of SNF1 mutation,Stress-responsive transcriptional activator,Sequence-specific DNA-binding RNA polymerase II transcription factor involved in the regulation of transcription in response to a wide variety of stresses; shuttles between nucleus and cytoplasm
YMR023C,MSS1,S000004625,chrXIII,319437,321017,-1,526,Mitochondrial Splicing System,Mitochondrial protein,Putative GTP-binding protein involved in mitochondrial tRNA wobble uridine modification; localizes to inner mitochondrial membrane
YMR164C,MSS11,S000004774,chrXIII,587274,589550,-1,758,Multicopy Suppressor of STA genes,Transcription factor,Protein involved in positive regulation of transcription by RNA polymerase II; localizes to nucleus
YMR228W,MTF1,S000004841,chrXIII,724626,725651,1,341,Mitochondrial Transcription Factor,Mitochondrial RNA polymerase specificity factor,Mitochondrial transcription factor involved in transcription initiation from mitochondrial promoter and activation of RNA elongation; subunit of mitochondrial DNA-directed RNA polymerase complex; localizes to mitochondrial matrix and intermembrane space
YMR097C,MTG1,S000004703,chrXIII,459424,460527,-1,367,MiTochondrial GTPase,Putative GTPase peripheral to the mitochondrial inner membrane,Mitochondrial GTPase involved in mitochondrial translation; also localizes to nucleus
YMR100W,MUB1,S000004706,chrXIII,466300,468162,1,620,MUlti Budding,MYND domain-containing protein,"Subunit of the MUB1-RAD6-UBR2 ubiquitin ligase complex, involved in ubiquitin-dependent protein catabolism"
YMR004W,MVP1,S000004606,chrXIII,274017,275552,1,511,Multi-copy suppressor of vps1,Protein required for sorting proteins to the vacuole,"Phosphatidylinositol-3-phosphate binding protein that is involved in retrograde transport, protein targeting to the vacuole and membrane tubulation; localized to the nucleus, endosome and cytoplasm"
YMR109W,MYO5,S000004715,chrXIII,486587,490246,1,1219,MYOsin,One of two type I myosin motors,"Microfilament motor protein of the actin cortical patch; involved in endo- and exocytosis, response to osmotic stress, bud site selection, cell wall organization, and actin cortical patch localization"
YML117W,NAB6,S000004585,chrXIII,34243,37647,1,1134,Nucleic Acid Binding protein,mRNA-binding protein,mRNA-binding protein of the cytoplasmic stress granule
YMR080C,NAM7,S000004685,chrXIII,426712,429627,-1,971,Nuclear Accommodation of Mitochondria,ATP-dependent RNA helicase of the SFI superfamily,"ATP-dependent RNA helicase and ATPase that is involved in non-sense mediated mRNA decay, translation termination, protein ubiquitination; localizes to the polyribosomes"
YMR069W,NAT4,S000004673,chrXIII,407709,408566,1,285,N-AcetylTransferase,N alpha-acetyl-transferase,"Acetyltransferase involved in the acetylation of both histone H4 and H2A; localizes to both the cytoplasm and nucleus
"
YMR122W-A,NCW1,S000007524,chrXIII,511315,511569,1,84,Novel Cell Wall protein,Protein of unknown function,Protein whose biological role is unknown; localizes to the cytoplasm and endoplasmic reticulum in a large-scale study
YML031W,NDC1,S000004493,chrXIII,214189,216156,1,655,Nuclear Division Cycle,Subunit of the transmembrane ring of the nuclear pore complex (NPC),"Structural component of the nuclear pore complex; involved in nuclear pore organization, spindle pole body duplication and transport of proteins between the cytoplasm and nucleus"
YMR145C,NDE1,S000004753,chrXIII,554793,556475,-1,560,"NADH Dehydrogenase, External",Mitochondrial external NADH dehydrogenase,NADH dehydrogenase involved glycolytic fermentation to ethanol and NADH oxidation; also involved in regulation of apoptosis; localizes to mitochondria
YML120C,NDI1,S000004589,chrXIII,28266,29807,-1,513,NADH Dehydrogenase Internal,NADH:ubiquinone oxidoreductase,NADH:ubiquinone oxidoreductase involved in mitochondrial electron transport and positive regulation of apoptosis; localizes to mitochondrial matrix
YMR285C,NGL2,S000004898,chrXIII,840144,841691,-1,515,,Protein involved in 5.8S rRNA processing,Endonuclease involved in rRNA processing
YML118W,NGL3,S000004587,chrXIII,32334,33851,1,505,,3'-5' exonuclease specific for poly-A RNAs,"Poly(A) specific, 3'-5' exonuclease involved in polyadenylation-dependent RNA catabolism"
YMR309C,NIP1,S000004926,chrXIII,892988,895426,-1,812,Nuclear ImPort,eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3),Subunit of the eukaryotic translation initiation factor 3 (eIF3) complex; mRNA binding protein that contains translation initiation factor activity; localizes to the cytoplasm and to stress granules
YMR091C,NPL6,S000004697,chrXIII,450058,451365,-1,435,Nuclear Protein Localization,Component of the RSC chromatin remodeling complex,"Subunit of RSC chromatin remodeling complex, slides along DNA affecting nucleosome positioning and transcription regulation"
YML023C,NSE5,S000004485,chrXIII,226994,228664,-1,556,Non-SMC Element,Component of the SMC5-SMC6 complex,Subunit of SMC5-SMC6 SUMO ligase complex involved in DNA repair; localizes to nucleus
YML059C,NTE1,S000004524,chrXIII,153219,158258,-1,1679,Neuropathy Target Esterase,Serine esterase,Lysophospholipase involved in phosphatidylcholine catabolism; localizes to ER
YMR047C,NUP116,S000004650,chrXIII,363364,366705,-1,1113,NUclear Pore,FG-nucleoporin component of central core of the nuclear pore complex,"Nuclear pore protein involved in mRNA export from nucleus, protein import into nucleus and ribosomal large subunit export from nucleus"
YML103C,NUP188,S000004571,chrXIII,62582,67549,-1,1655,NUclear Pore,Subunit of the inner ring of the nuclear pore complex (NPC),"Nuclear pore protein involved in mRNA export from nucleus in response to heat stress, nuclear pore organization and protein import into nucleus; localizes to nuclear pore inner ring"
YMR153W,NUP53,S000004762,chrXIII,564435,565862,1,475,NUclear Pore,FG-nucleoporin component of central core of nuclear pore complex (NPC),"Phospholipid binding protein involved in positive regulation of DNA-templated transcription, protein localization to kinetochore and regulation of protein desumoylation; localizes to nuclear pore"
YML060W,OGG1,S000004525,chrXIII,151871,153001,1,376,8-OxoGuanine Glycosylase/lyase,Nuclear and mitochondrial glycosylase/lyase,"Oxidized purine nucleobase lesion DNA N-glycosylase involved in DNA repair, error-free translesion synthesis and telomerase mediated telomere maintenance; localizes to mitochondria and nucleus"
YMR226C,ORA1,S000004839,chrXIII,721593,722396,-1,267,OxidoReductase of Alcohols,NADP(+)-dependent serine dehydrogenase and carbonyl reductase,Multifunctional reductase and serine 3-dehydrogenase involved in acetoin metabolism; localizes to both nucleus and cytoplasm
YML065W,ORC1,S000004530,chrXIII,142210,144954,1,914,Origin Recognition Complex,Largest subunit of the origin recognition complex,"ATP binding protein involved in DNA replication initiation, maintenance of rDNA and silent mating-type cassette heterochromatin formation; localizes to nucleus; subunit of DNA replication pre-initiation complex"
YML019W,OST6,S000004481,chrXIII,233457,234455,1,332,OligoSaccharylTransferase,Subunit of the oligosaccharyltransferase complex of the ER lumen,Subunit of oligosaccharyltransferase complex that has protein disulfide oxidoreductase activity; involved in protein N-linked glycosylation via asparagine
YMR165C,PAH1,S000004775,chrXIII,590040,592628,-1,862,Phosphatidic Acid phosphoHydrolase,Mg2+-dependent phosphatidate (PA) phosphatase,"Phosphatidate phosphatase involved in phospholipid biosynthesis, triglyceride biosynthesis, and lipid particle organization; also involved in aerobic respiration, plasmid maintenance, and non-autophagic vacuole fusion; localizes to the vacuole, lipid particle, cytosol, and nuclear membrane"
YMR174C,PAI3,S000004786,chrXIII,610159,610365,-1,68,Proteinase A Inhibitor,Cytoplasmic proteinase A (Pep4p) inhibitor,Endopeptidase inhibitor involved in vacuolar protein catabolism; localizes to both cytoplasm and nucleus
YMR325W,PAU19,S000004944,chrXIII,922641,923015,1,124,seriPAUperin,Protein of unknown function,Protein whose biological role and cellular location are unknown
YMR087W,PDL32,S000004693,chrXIII,442527,443381,1,284,Protein of Dual Localization of 32 kDa,Putative ADP-ribose-1''-monophosphatase,Phosphatase involved in tRNA splicing via endonucleolytic cleavage and ligation
YMR076C,PDS5,S000004681,chrXIII,416196,420029,-1,1277,Precocious Dissociation of Sisters,Cohesion maintenance factor,"Subunit of the meiotic recombination initiation complex that initiates formation of double-strand breaks for meiotic recombination; involved in double-strand break repair, mitotic chromosome condensation, mitotic sister chromatid cohesion, meiotic cell cycle, and chromatin looping"
YMR231W,PEP5,S000004844,chrXIII,733545,736634,1,1029,carboxyPEPtidase Y-deficient,"Histone E3 ligase, component of CORVET membrane tethering complex","E3 ubiquitin protein-ligase involved in the catabolism of histones; subunit of both the HOPS complex, which is involved in vacuolar fusion, and the CORVET membrane tethering complex, which is involved in vacuolar biogenesis and endosome to vacuole transport"
YMR257C,PET111,S000004870,chrXIII,779629,782031,-1,800,PETite colonies,Mitochondrial translational activator specific for the COX2 mRNA,Mitochondrial translation regulator required for biogenesis and assembly of mitochondrial respiratory chain complex IV; localizes to mitochondrial inner membrane
YMR026C,PEX12,S000004628,chrXIII,324236,325435,-1,399,PEroXin,C3HC4-type RING-finger peroxin and E3 ubiquitin ligase,Ubiquitin-protein ligase subunit of the peroxisomal importomer complex involved in the import of proteins into the peroxisomal matrix
YMR018W,PEX9,S000004620,chrXIII,310208,311752,1,514,PEroXin,Peroxisomal membrane signal receptor for peroxisomal matrix proteins,Putative signal receptor for peroxisomal matrix proteins; involved in the import of proteins into the peroxisomal matrix; localizes to the peroxisomal membrane and the cytosol
YMR205C,PFK2,S000004818,chrXIII,671887,674766,-1,959,PhosphoFructoKinase,Beta subunit of heterooctameric phosphofructokinase,Subunit of 6-phosphofructokinase complex involved in glycolysis; localizes in mitochondria
YML125C,PGA3,S000004594,chrXIII,20761,21699,-1,312,Processing of Gas1p and ALP,"Putative cytochrome b5 reductase, localized to the plasma membrane",Cytochrome-b5 reductase involved in protein transport; localizes to endoplasmic reticulum and plasma membrane
YMR105C,PGM2,S000004711,chrXIII,475897,477606,-1,569,PhosphoGlucoMutase,Phosphoglucomutase,"Cytoplasmic phosphoglucomutase involved in metabolism of glycogen, trehalose, UDP-glucose, and glucose 1-phosphate; also involved in calcium homeostasis"
YML123C,PHO84,S000004592,chrXIII,24037,25800,-1,587,PHOsphate metabolism,High-affinity inorganic phosphate (Pi) transporter,Inorganic phosphate transmembrane transporter involved in phosphate ion transport and polyphosphate metabolism; also has manganese ion transmembrane transporter activity and selenite:proton symporter activity involved in the transport of selenite across the plasma membrane; integral component of the plasma membrane
YML061C,PIF1,S000004526,chrXIII,148953,151532,-1,859,Petite Integration Frequency,"DNA helicase, potent G-quadruplex DNA binder/unwinder","DNA helicase and telomerase inhibitor; binds single-stranded DNA and G-quadruplex DNA; has multiple roles in chromosome organization including DNA strand renaturation, G-quadruplex DNA unwinding, and telomere maintenance; involved in DNA recombination, double-strand break repair via break-induced replication, and replication fork reversal; also involved in mitochondrial genome maintenance; localizes to the nucleus, replication fork, mitochondrion, and mitochondrial membrane"
YMR123W,PKR1,S000004730,chrXIII,513593,513961,1,122,Pichia farinosa Killer toxin Resistance,V-ATPase assembly factor,ER membrane protein involved in assembly of the vacuolar proton-transporting V-type ATPase complex
YMR008C,PLB1,S000004610,chrXIII,280590,282584,-1,664,PhosphoLipase B,Phospholipase B (lysophospholipase) involved in lipid metabolism,"Lysophospholipase of the plasma membrane, endoplasmic reticulum, and periplasmic space; involved in glycerophospholipid metabolism and phosphatidylcholine acyl-chain remodeling"
YMR006C,PLB2,S000004608,chrXIII,277561,279681,-1,706,PhosphoLipase B,Phospholipase B (lysophospholipase) involved in lipid metabolism,Lysophospholipase of the cell wall and extracellular region; involved in glycerophospholipid metabolism
YML107C,PML39,S000004575,chrXIII,55265,56269,-1,334,Pre-mRNA Leakage,Protein required for nuclear retention of unspliced pre-mRNAs,Zinc-binding nuclear membrane protein involved in retention of mRNAs
YML069W,POB3,S000004534,chrXIII,135500,137158,1,552,POl1 Binding,Subunit of the heterodimeric FACT complex (Spt16p-Pob3p),"Subunit of the FACT, the primosome and the replication fork protection complexes; binds to histones and nucleosomes; involved in regulation of transcription, DNA replication and DNA replication independent nucleosome organization"
YMR129W,POM152,S000004736,chrXIII,527804,531817,1,1337,POre Membrane,Glycoprotein subunit of transmembrane ring of nuclear pore complex,Subunit of nuclear pore transmembrane ring involved in nuclear pore organization and nucleocytoplasmic transport; contributes to spindle pole body duplication
YMR267W,PPA2,S000004880,chrXIII,801772,802704,1,310,PyroPhosphatAse,Mitochondrial inorganic pyrophosphatase,Mitochondrial inorganic diphosphatase involved in aerobic respiration
YML016C,PPZ1,S000004478,chrXIII,239458,241536,-1,692,Protein Phosphatase Z,"Serine/threonine protein phosphatase Z, isoform of Ppz2p",Protein serine/threonine phosphatase involved in sodium ion homeostasis and protein localization; localizes to the nucleus and cytoplasm and is found as an extrinsic component of plasma membrane
YMR297W,PRC1,S000004912,chrXIII,861922,863520,1,532,PRoteinase C,"Vacuolar carboxypeptidase Y (proteinase C, CPY)","Serine-type carboxypeptidase involved in vacuolar protein catabolism, vacuolar zymogen activation, phytochelatin biosynthesis and macroautophagy; localizes to the vacuole lumen"
YMR314W,PRE5,S000004931,chrXIII,901709,902413,1,234,PRoteinase yscE,Alpha 6 subunit of the 20S proteasome,Protein involved in proteasomal ubiquitin-independent and ubiquitin-dependent protein degradation; localizes to alpha-subunit of proteasome core complex and proteasome storage granules
YML092C,PRE8,S000004557,chrXIII,85987,86739,-1,250,PRoteinase yscE,Alpha 2 subunit of the 20S proteasome,"Subunit of 26S proteasome involved in both ubiquitin-dependent and ubiquitin-independent protein catabolism; localizes to cytoplasm, nucleus, and nuclear envelope-endoplasmic reticulum network"
YMR278W,PRM15,S000004891,chrXIII,822763,824631,1,622,Phospho Ribo Mutase,Phosphoribomutase,"Phosphopentomutase involved in inosine catabolism, purine ribonucleoside salvage, and guanosine catabolism; localizes to the nucleus and cytoplasm"
YML047C,PRM6,S000004510,chrXIII,180017,181075,-1,352,Pheromone-Regulated Membrane protein,Potassium transporter that mediates K+ influx,"Plasma membrane potassium ion transporter; also localizes to the bud tip, mating projection tip, and the vacuole"
YMR268C,PRP24,S000004881,chrXIII,802888,804222,-1,444,Pre-mRNA Processing,Splicing factor that reanneals snRNPs during spliceosome recycling,Subunit of U6 small nuclear ribonucleoprotein complex; involved in  spliceosomal tri-snRNP complex assembly in the nucleus
YML046W,PRP39,S000004509,chrXIII,181474,183363,1,629,Pre-mRNA Processing,U1 snRNP protein involved in splicing,Subunit of U1 small nuclear ribonucleoprotein (snRNP) complex; contributes to pre-mRNA 5'-splice site binding as part of mRNA 5'-splice site recognition
YMR308C,PSE1,S000004925,chrXIII,888952,892221,-1,1089,Protein Secretion Enhancer,Karyopherin/importin that interacts with the nuclear pore complex,"Nuclear localization sequence-binding nuclear import signal receptor involved in protein import into nucleus, mRNA export from nucleus, regulation of protein desumoylation, and regulation of mitosis; localizes to cytoplasm and nucleus"
YMR137C,PSO2,S000004745,chrXIII,542978,544963,-1,661,PSOralen derivative sensitive,Nuclease required for DNA single- and double-strand break repair,5'-3' exonuclease capable of binding damaged DNA; involved in interstrand cross-link repair; localizes to nucleus and mitochondria
YML017W,PSP2,S000004479,chrXIII,236588,238731,1,593,Polymerase SuPpressor,Asn rich cytoplasmic protein with a role in clathrin suppresion,mRNA binding protein; localized to P-bodies in response to glucose starvation
YML095C,RAD10,S000004560,chrXIII,81481,82113,-1,210,RADiation sensitive,Single-stranded DNA endonuclease (with Rad1p),"Subunit of the nucleotide-excision repair factor 1 (NEF1) complex that contributes to ssDNA endonuclease activity; involved in nucleotide-excision repair, removal of nonhomologous sequences during double-strand break repair, meiotic mismatch repair and mitotic recombination; localizes to the nucleus"
YMR201C,RAD14,S000004814,chrXIII,665845,667044,-1,371,RADiation sensitive,Subunit of Nucleotide Excision Repair Factor 1 (NEF1),Subunit of nucleotide excision repair factor 1 (NEF1) complex that binds to damaged DNA during nucleotide excision repair (NER); localizes to the nucleus
YML011C,RAD33,S000004472,chrXIII,246895,247428,-1,177,RADiation sensitive,Protein involved in nucleotide excision repair,Protein involved in nucleotide-excision repair; localized to the nucleus
YML032C,RAD52,S000004494,chrXIII,212515,213930,-1,471,RADiation sensitive,Protein involved in homologous recombination,"Recombinase involved in the repair of DNA double-strand breaks and single-strand postreplication gaps, as well as the formation of meiotic four-stranded branched intermediates"
YMR274C,RCE1,S000004887,chrXIII,814364,815311,-1,315,Ras and a-factor Converting Enzyme,Type II CAAX prenyl protease,Metalloendopeptidase involved in the CAAX-box dependent processing and maturation of the mating pheromone a-factor and Ras proteins; integral membrane protein localized to the endoplasmic reticulum
YML030W,RCF1,S000004492,chrXIII,216435,216914,1,159,Respiratory superComplex Factor,Cytochrome c oxidase subunit,Protein involved in regulation of proton transport and assembly of mitochondrial respirasome and cytochrome c oxidase; localized to mitochondrial respirasome and inner mitochondrial membrane
YMR034C,RCH1,S000004637,chrXIII,339418,340722,-1,434,Regulator of Calcium Homeostasis,Negative regulator of cytosolic calcium homeostasis,Putative transmembrane transporter based on sequence similarity to members of the solute carrier gene family; negative regulator of cytosolic calcium homeostasis; localizes to the plasma membrane and the bud neck
YMR075W,RCO1,S000004680,chrXIII,413982,416036,1,684,,Essential component of the Rpd3S histone deacetylase complex,"Zinc binding protein subunit of the RPDS3 histone deacetylase complex;  involved in transcription processes, including elongation by RNA polymerase II and negative regulation of antisense RNA transcription; localized to the nucleus"
YMR133W,REC114,S000004740,chrXIII,536207,537609,1,428,RECombination,Protein involved in early stages of meiotic recombination,Protein involved in meiotic DNA double-strand break formation and meiotic recombination; localized to condensed nuclear chomosome
YMR182C,RGM1,S000004794,chrXIII,624532,625167,-1,211,,Putative zinc finger DNA binding transcription factor,Putative sequence-specific DNA binding RNA polymerase II transcription factor; involved in positive regulation of transcription by RNA polymerase II; localized to nucleus and cytosol
YMR139W,RIM11,S000004747,chrXIII,546125,547237,1,370,Regulator of IME2,Protein kinase,Cytoplasmic protein serine/threonine kinase involved in ascospore formation
YMR154C,RIM13,S000004763,chrXIII,565999,568182,-1,727,Regulator of IME2,Calpain-like cysteine protease,Cysteine-type endopeptidase involved in protein processing; localization not yet determined
YMR063W,RIM9,S000004667,chrXIII,397077,397796,1,239,Regulator of IME2,Plasma membrane protein of unknown function,Protein required for ascospore formation; localizes to plasma membrane and vacuole lumen
YMR283C,RIT1,S000004896,chrXIII,835326,836867,-1,513,Ribosylation of Initiator tRNA,Initiator methionine 2'-O-ribosyl phosphate transferase,Cytoplasmic pentosyltransferase involved in charged-tRNA amino acid modification
YMR247C,RKR1,S000004861,chrXIII,763351,768039,-1,1562,RING domain mutant Killed by Rtf1 deletion,RING domain E3 ubiquitin ligase,Ubiquitin protein ligase component of the RQC ribosome quality control complex involved in ubiquitin-mediated degradation of stalled nascent peptides; binds the ribosomal large subunit
YMR235C,RNA1,S000004848,chrXIII,741512,742735,-1,407,rapid cessation of net RNA accumulation,GTPase activating protein (GAP) for Gsp1p,"GTPase activator that contributes to protein, RNA import into nucleus; involved in ribosomal RNA (rRNA), transfer RNA (tRNA), and ribosomal subunit export from nucleus; localizes to nucleus and cytosol and putatively integral to membrane in high-throughput studies"
YMR061W,RNA14,S000004665,chrXIII,392755,394788,1,677,poly(A) mRNA metabolism,Component of the cleavage and polyadenylation factor I (CF I),"Subunit of mRNA cleavage factor complex involved in pre-mRNA processing, mRNA polyadenylation, and response to DNA damage checkpoint signaling; localizes to cytosol, mitochondria, and nucleus"
YMR234W,RNH1,S000004847,chrXIII,740266,741312,1,348,RNase H,Ribonuclease H1,Ribonuclease H (RNA-DNA hybrid ribonuclease); involved in RNA degradation; localized to cytoplasm and nucleus in high throughput studies
YMR239C,RNT1,S000004852,chrXIII,748262,749677,-1,471,RNase Three,Nuclear dsRNA-specific ribonuclease (RNase III),"Ribonuclease III involved in processing of rRNA, snRNAs, and snoRNAs; also involved in chromatin organization, transcription termination, mRNA catabolism, and regulation of cell wall organization"
YMR200W,ROT1,S000004813,chrXIII,664752,665522,1,256,Reversal Of Tor2 lethality,Molecular chaperone involved in protein folding in ER,"Unfolded protein binding protein involved in protein folding, N-linked glycosylation of proteins, apical bud growth, and cell wall biogenesis; localized to the endoplasmic reticulum membrane"
YMR258C,ROY1,S000004871,chrXIII,782620,784281,-1,553,Repressor Of Ypt52,GTPase inhibitor with similarity to F-box proteins,GTPase inhibitor involved in endocytosis and vacuolar protein targeting; localizes to nucleus and endoplasmic reticulum
