Database,UniparcID,Description,Start,End
Pfam,UPI000005301F,GNAT domain,536,766
Pfam,UPI000013AE6F,HD domain,52,160
Pfam,UPI000013BB75,"Zinc finger, RING-type",432,460
Pfam,UPI000013BB75,Forkhead-associated (FHA) domain,318,379
Pfam,UPI0000168B27,"Peptidase C1B, bleomycin hydrolase",34,479
Pfam,UPI000013BBAD,Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase EgtC-like,17,176
Pfam,UPI000013BA94,CDC50/LEM3 family,94,401
Pfam,UPI0000052FB0,"2-oxoacid dehydrogenase acyltransferase, catalytic domain",250,482
Pfam,UPI0000052FB0,Peripheral subunit-binding domain,174,209
Pfam,UPI0000052FB0,Biotin/lipoyl attachment,37,108
Pfam,UPI000003414E,Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase,202,624
Pfam,UPI0000052EDB,"Aminopeptidase N-like , N-terminal domain",71,245
Pfam,UPI0000052EDB,"Peptidase M1, leukotriene A4 hydrolase/aminopeptidase C-terminal",545,669
Pfam,UPI0000052EDB,"Peptidase M1, membrane alanine aminopeptidase",276,493
Pfam,UPI000013BAF1,Lysine methyltransferase,34,217
Pfam,UPI000013BAD6,WD40 repeat,66,103
Pfam,UPI00000010F6,Actin cytoskeleton-regulatory complex protein End3,273,345
Pfam,UPI00000010F6,EH domain,4,103
Pfam,UPI000158EB41,"Essential protein Yae1, N-terminal",17,55
Pfam,UPI0000053082,"Zinc finger, NF-X1-type",216,234
Pfam,UPI0000053082,R3H domain,735,794
Pfam,UPI0000052EEB,"Saccharopine dehydrogenase-like, C-terminal",123,438
Pfam,UPI0000052EEB,"Saccharopine dehydrogenase, NADP binding domain",5,119
Pfam,UPI000012A837,Fork head domain,340,424
Pfam,UPI000012A837,Forkhead-associated (FHA) domain,108,172
Pfam,UPI000013BB9D,"Fumarylacetoacetase-like, C-terminal",11,233
Pfam,UPI000012EF06,Ammonium transporter AmtB-like domain,34,444
Pfam,UPI00001D47A1,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK",301,434
Pfam,UPI00001D47A1,Pterin-binding domain,507,804
Pfam,UPI00001D47A1,Dihydroneopterin aldolase/epimerase domain,149,255
Pfam,UPI000005310B,FKBP-type peptidyl-prolyl cis-trans isomerase domain,20,111
Pfam,UPI0000036C91,"K Homology domain, type 1",189,262
Pfam,UPI000012ABF7,Ferric reductase transmembrane component-like domain,273,390
Pfam,UPI000012ABF7,FAD-binding 8,424,524
Pfam,UPI000012ABF7,"Ferric reductase, NAD binding domain",530,698
Pfam,UPI000013BB7E,"FAM192A/Fyv6, N-terminal",29,106
Pfam,UPI0000053292,MgsA AAA+ ATPase C-terminal,410,556
Pfam,UPI0000053292,"ATPase, AAA-type, core",173,291
Pfam,UPI0000053292,AAA C-terminal domain,325,409
Pfam,UPI000012D323,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,6,329
Pfam,UPI000012F0EA,Stretch-activated cation channel MID1/Yam8,100,536
Pfam,UPI000012F2AC,Alpha-mannosyltransferase,197,472
Pfam,UPI0000053076,Prefoldin beta-like,19,123
Pfam,UPI000013BA65,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain",125,303
Pfam,UPI000013BA65,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain",64,334
Pfam,UPI000013BA6E,"Activator of Hsp90 ATPase AHSA1-like, N-terminal",13,147
Pfam,UPI00001683FE,,26,194
Pfam,UPI00001683FE,,230,317
Pfam,UPI00001683FE,"Elongation factor 3, four helical bundle domain",336,411
Pfam,UPI00001683FE,"ABC transporter-like, ATP-binding domain",685,780
Pfam,UPI000013BAB8,,9,178
Pfam,UPI000013BA7F,"Mon2, C-terminal",936,1081
Pfam,UPI000013BA7F,"Mon2/Sec7/BIG1-like, HUS domain",202,366
Pfam,UPI000013BA7F,"Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain",10,179
Pfam,UPI000013BB77,Large ribosomal subunit protein bL35-like,55,112
Pfam,UPI000005316F,Large ribosomal subunit protein uL15/eL18,132,211
Pfam,UPI0000053172,"Large ribosomal subunit protein mL46, N-terminal",24,150
Pfam,UPI000012CFC2,"Major facilitator, sugar transporter-like",60,520
Pfam,UPI0000053173,"Large ribosomal subunit protein uL11, C-terminal",73,156
Pfam,UPI0000053173,"Large ribosomal subunit protein uL11, N-terminal",10,68
Pfam,UPI000012CFBF,"Major facilitator, sugar transporter-like",63,537
Pfam,UPI000013BB8B,Endosulphine,27,106
Pfam,UPI000012D1A4,Isopropylmalate dehydrogenase-like domain,30,353
Pfam,UPI000013BA7D,Mitochondrial protein Pet20-like,111,242
Pfam,UPI000013BB88,C2 domain,11,116
Pfam,UPI000013BBCC,DnaJ domain,5,67
Pfam,UPI000013BBCC,"Zuotin-like, zuotin homology domain",178,261
Pfam,UPI000013BBCC,"Zinc finger, double-stranded RNA binding",338,363
Pfam,UPI000013BBBE,MIOREX complex component 7,7,72
Pfam,UPI000012F5E9,"Dual specificity phosphatase, catalytic domain",242,370
Pfam,UPI0000136517,"Aminoacyl-tRNA synthetase, class II (D/K/N)",214,568
Pfam,UPI000012DDA0,P domain,505,590
Pfam,UPI000012DDA0,Peptidase S8/S53 domain,166,445
Pfam,UPI0000053088,RNA-binding S4 domain,104,149
Pfam,UPI000013BB79,"H/ACA ribonucleoprotein complex, subunit Gar1/Naf1",137,226
Pfam,UPI000012FD7A,"Iron hydrogenase, large subunit, C-terminal",96,420
Pfam,UPI000012E054,Protein Kre1,221,286
Pfam,UPI000013BA86,"Kri1-like, C-terminal",444,543
Pfam,UPI000013BA86,KRR1 interacting protein 1,302,395
Pfam,UPI000012FE37,Carbonic anhydrase,52,208
Pfam,UPI0000069B85,Protein kish,10,45
Pfam,UPI000013BB78,,104,250
Pfam,UPI000013BB78,PDZ-like domain,392,469
Pfam,UPI000013BB78,PDZ domain,292,375
Pfam,UPI000012E4DF,"2-isopropylmalate synthase-like, post-catalytic domain",359,426
Pfam,UPI000012E4DF,"2-isopropylmalate synthase LeuA, allosteric (dimerisation) domain",456,594
Pfam,UPI000012E4DF,Pyruvate carboxyltransferase,61,342
Pfam,UPI000013BBB6,YjeF N-terminal domain,29,204
Pfam,UPI000158E626,RNA recognition motif domain,241,311
Pfam,UPI000153C028,"Sm domain, eukaryotic/archaea-type",29,102
Pfam,UPI000012EA8A,Amino acid permease/ SLC12A domain,114,577
Pfam,UPI0000053116,"SAM-dependent methyltransferase RsmB-F/NOP2-type, catalytic core",339,547
Pfam,UPI00000530E1,GTP binding domain,318,380
Pfam,UPI00000530E1,"Nucleolar GTP-binding protein 2, N-terminal domain",41,171
Pfam,UPI000013AC58,"Mannitol dehydrogenase, N-terminal",37,287
Pfam,UPI000013AC58,"Mannitol dehydrogenase, C-terminal",296,486
Pfam,UPI00001303F4,Protein kinase domain,441,742
Pfam,UPI000012ED92,Protein kinase domain,37,327
Pfam,UPI000013BB5C,Stress response protein NST1,6,160
Pfam,UPI0000052FB7,CID domain,20,144
Pfam,UPI0000052FB7,"Nrd1/Seb1, domain 2",407,462
Pfam,UPI0000052FB7,RNA recognition motif domain,341,396
Pfam,UPI000013BB7C,Phosphoribulokinase/uridine kinase,9,162
Pfam,UPI000013BBA4,"AMP-activated protein kinase, glycogen-binding domain",8,87
Pfam,UPI000013BAB1,Transcription factor Nrm1/Whi5,103,127
Pfam,UPI0000131363,Stress-induced protein SRP1/TIP1,22,114
Pfam,UPI000013BA59,"CRAL/TRIO, N-terminal domain",49,114
Pfam,UPI000013BA59,CRAL-TRIO lipid binding domain,144,291
Pfam,UPI0001F7BD69,Short-chain dehydrogenase/reductase SDR,54,192
Pfam,UPI000012EF44,Alpha/beta hydrolase fold-1,66,436
Pfam,UPI000013BACF,"ABC transporter-like, ATP-binding domain",46,207
Pfam,UPI000013BACF,ABC transporter family G domain,927,1028
Pfam,UPI000013BACF,CDR ABC transporter,593,682
Pfam,UPI000013BACF,"ABC-2 type transporter, transmembrane domain",373,581
Pfam,UPI000012F02E,Mating hormone A-factor 1/2,1,38
Pfam,UPI00001316F1,,4,86
Pfam,UPI00001316F1,"Peroxisomal ATPase PEX6, fourth domain",305,425
Pfam,UPI00001316F1,"AAA ATPase, AAA+ lid domain",924,964
Pfam,UPI00001316F1,"ATPase, AAA-type, core",480,619
Pfam,UPI000013BA99,"Palmitoyltransferase, DHHC domain",103,222
Pfam,UPI0000052E9E,"Nitrogen regulatory protein areA, GATA-like domain",40,64
Pfam,UPI0000052DDC,WD40 repeat,347,377
Pfam,UPI00000010F5,"Post-transcriptional regulator MKT1, C-terminal",574,824
Pfam,UPI00000010F5,"Post-transcriptional regulator MKT1, N-terminal",401,490
Pfam,UPI00000010F5,"XPG, N-terminal",1,102
Pfam,UPI00001D479F,Prephenate dehydratase,8,226
Pfam,UPI000013BB83,Protein trafficking Pga2,15,128
Pfam,UPI000012EBE4,"Malate synthase, C-terminal domain",422,541
Pfam,UPI000012EBE4,"Malate synthase, N-terminal domain",17,79
Pfam,UPI000012EBE4,"Malate synthase, TIM barrel domain",173,415
Pfam,UPI0000052DF8,"DNA-directed DNA polymerase, family B, exonuclease domain",472,719
Pfam,UPI0000052DF8,"Zinc finger, DNA-directed DNA polymerase, family B, alpha",1270,1463
Pfam,UPI0000052DF8,"DNA polymerase alpha catalytic subunit, N-terminal domain",11,76
Pfam,UPI0000052DF8,"DNA-directed DNA polymerase, family B, multifunctional domain",784,1229
Pfam,UPI000013BAB2,Citrate transporter-like domain,468,811
Pfam,UPI000013BAB2,SPX domain,1,54
Pfam,UPI000012F42C,"Carbohydrate kinase FGGY, C-terminal",261,452
Pfam,UPI000012F42C,"Carbohydrate kinase FGGY, N-terminal",9,177
Pfam,UPI0000053115,Large ribosomal subunit protein bL27,28,109
Pfam,UPI0000053115,"Large ribosomal subunit protein bL27m, C-terminal",135,371
Pfam,UPI0000052DFA,Ribonuclease CAF1,163,280
Pfam,UPI0001F7BD68,Large ribosomal subunit protein uL22,165,268
Pfam,UPI00001297C9,"DNA polymerase epsilon, catalytic subunit A, C-terminal",1530,1919
Pfam,UPI00001297C9,"DNA polymerase-epsilon, zinc finger domain",2159,2214
Pfam,UPI00001297C9,"DNA-directed DNA polymerase, family B, exonuclease domain",241,442
Pfam,UPI00001297C9,"DNA polymerase epsilon ,catalytic subunit A, thumb domain",988,1165
Pfam,UPI00001683FB,Eukaryotic porin/Tom40,3,276
Pfam,UPI000013BABD,Small ribosomal subunit protein uS12,48,150
Pfam,UPI0000131F37,"RNase P, subunit Pop3",14,170
Pfam,UPI00000531F7,"Helicase, C-terminal domain-like",431,557
Pfam,UPI00000531F7,,648,692
Pfam,UPI00000531F7,"Helicase associated domain (HA2), winged-helix domain",619,646
Pfam,UPI00000531F7,"DEAD-box helicase, OB fold",775,862
Pfam,UPI00000531F7,DEAD/DEAH box helicase domain,230,385
Pfam,UPI000013BA7B,Rab-GAP-TBC domain,425,475
Pfam,UPI000012F626,"Mso1, N-terminal domain",29,70
Pfam,UPI000012F626,,106,203
Pfam,UPI000013BB39,Methyltransferase small domain,113,202
Pfam,UPI0000132B7A,"Pseudouridine synthase II, N-terminal",63,193
Pfam,UPI0000053021,Diphosphomevalonate decarboxylase-like N-terminal domain,10,180
Pfam,UPI0000053021,"Mvd1, C-terminal",195,380
Pfam,UPI0000133113,"TRF2-interacting telomeric protein/Rap1, C-terminal",741,823
Pfam,UPI0000133113,SANT/Myb domain,362,411
Pfam,UPI0000133113,"Rap1, DNA-binding domain",448,579
Pfam,UPI0000133113,BRCT domain,126,206
Pfam,UPI000013BAB4,"Hypoxia induced protein, domain",125,164
Pfam,UPI0000053250,Cytoplasmic tRNA 2-thiolation protein 2,323,445
Pfam,UPI0000053239,RNA recognition motif domain,93,162
Pfam,UPI0000053100,"ATPase, AAA-type, core",49,168
Pfam,UPI0000053100,,172,226
Pfam,UPI0000053100,"Replication factor C, C-terminal",239,325
Pfam,UPI00001683F6,Small GTPase,12,171
Pfam,UPI000013BB8A,Insulin-induced protein family,116,296
Pfam,UPI000013BB94,Elongation factor-like GTPase 1 domain,788,875
Pfam,UPI000013BB94,"Translation elongation factor EFTu-like, domain 2",583,649
Pfam,UPI000013BB94,Translational (tr)-type GTP-binding domain,19,243
Pfam,UPI000013BB94,"Elongation factor EFG, domain V-like",975,1054
Pfam,UPI000013BB94,"Elongation Factor G, domain II",677,739
Pfam,UPI000013BBA9,Small GTPase,74,216
Pfam,UPI000013BB63,Atypical dual-specificity phosphatase Siw14-like,67,234
Pfam,UPI0000052FD6,"RIO2 kinase winged helix domain, N-terminal",8,91
Pfam,UPI0000052FD6,RIO-type domain,108,287
Pfam,UPI000013BB20,Atypical dual-specificity phosphatase Siw14-like,3,162
Pfam,UPI000013BA7C,PalH/RIM21,16,361
Pfam,UPI0000053117,"Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain",142,194
Pfam,UPI00000531B4,"ORC5, lid domain",237,292
Pfam,UPI00000531B4,"Orc1-like, AAA ATPase domain",8,152
Pfam,UPI00000531B4,"Origin recognition complex subunit 5, C-terminal",324,474
Pfam,UPI00001683F9,Large ribosomal subunit protein uL13,5,109
Pfam,UPI00000531E5,"DNA-directed RNA polymerase III, subunit Rpc31",19,236
Pfam,UPI00001343E9,Ribonuclease HII/HIII domain,36,251
Pfam,UPI0000036C89,"Large ribosomal subunit protein uL6, alpha-beta domain",97,178
Pfam,UPI0000127566,"Cyclin, N-terminal",19,152
Pfam,UPI0000133C94,Large ribosomal subunit protein uL15/eL18,2,186
Pfam,UPI0000036C5A,Large ribosomal subunit protein eL42,19,94
Pfam,UPI0000036C8D,"Small ribosomal subunit protein uS3, C-terminal",107,188
Pfam,UPI0000036C8D,"K Homology domain, type 2",20,93
Pfam,UPI000013BBCF,CRAL-TRIO lipid binding domain,140,289
Pfam,UPI000013BBCF,"CRAL/TRIO, N-terminal domain",47,108
Pfam,UPI0000036C8B,Small ribosomal subunit protein eS7,9,185
Pfam,UPI0000053095,Small ribosomal subunit protein uS19,10,85
Pfam,UPI000013BBBB,"Histone chaperone Rtt106, N-terminal domain",5,49
Pfam,UPI000013BBBB,"Rtt106, pleckstrin homology domain",66,203
Pfam,UPI000013BBBB,"Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain",221,307
Pfam,UPI0000131675,Mitochondrial substrate/solute carrier,187,274
Pfam,UPI000013574D,"GDP/GTP exchange factor Sec2, N-terminal",80,167
Pfam,UPI000013BB8C,"GPI-Mannosyltransferase II co-activator, Pga1",14,188
Pfam,UPI000005313E,"Inhibitor of growth protein, N-terminal histone-binding",10,110
Pfam,UPI0000052EA4,"PI4KB/PIK1, accessory domain",44,109
Pfam,UPI0000052EA4,"Phosphatidylinositol 3-/4-kinase, catalytic domain",792,1006
Pfam,UPI0000052EA4,"Phosphatidylinositol 4-kinase, Pik1, fungi",122,171
Pfam,UPI0000052E5F,DnaJ domain,7,65
Pfam,UPI0000052E5F,"Chaperone DnaJ, C-terminal",182,337
Pfam,UPI00003596AF,,24,116
Pfam,UPI00003596AF,"MutL, C-terminal, dimerisation",677,827
Pfam,UPI00003596AF,"DNA mismatch repair protein, S5 domain 2-like",259,355
Pfam,UPI0000131F35,"POP1, C-terminal domain",819,871
Pfam,UPI0000131F35,"Pop1, N-terminal",62,300
Pfam,UPI0000131F35,POPLD domain,555,661
Pfam,UPI00001359FD,I/LWEQ domain,809,962
Pfam,UPI00001359FD,AP180 N-terminal homology (ANTH) domain,7,269
Pfam,UPI0000130FC3,"Calcineurin-like phosphoesterase domain, ApaH type",44,249
Pfam,UPI00001359E4,"Transcription factor Aft1, osmotic stress domain",9,31
Pfam,UPI00001359E4,Basic-leucine zipper domain,427,478
Pfam,UPI000013BBC6,"Calcineurin-like phosphoesterase domain, ApaH type",64,180
Pfam,UPI0000129852,Phosphatidylserine decarboxylase-related,330,492
Pfam,UPI0000053120,"Serine/threonine-protein phosphatase 4 regulatory subunit 3-like, central domain",171,780
Pfam,UPI0000053120,"PP4R3, EVH1-like domain",29,126
Pfam,UPI00000532A0,RNA recognition motif domain,344,407
Pfam,UPI000013BAA0,Pyridoxal 5'-phosphate synthase subunit PdxT/SNO,7,216
Pfam,UPI0000135C7A,Glucosamine/galactosamine-6-phosphate isomerase,87,294
Pfam,UPI000013BAC6,Zn(2)Cys(6) fungal-type DNA-binding domain,15,52
Pfam,UPI000013BAC6,"Transcription factor domain, fungi",213,423
Pfam,UPI000013BADF,,6,188
Pfam,UPI000004C4DD,Rad50/SbcC-type AAA domain,6,250
Pfam,UPI000004C4DD,,1197,1253
Pfam,UPI000004C4DD,"RAD50, zinc hook",666,718
Pfam,UPI00001683FF,"Lysophospholipase, catalytic domain",242,630
Pfam,UPI000013BAEE,"SAM-dependent methyltransferase RsmB-F/NOP2-type, catalytic core",236,339
Pfam,UPI000013BAEE,"NSUN5/RCM1, N-terminal domain",45,141
Pfam,UPI0000D796A3,Short-chain dehydrogenase/reductase SDR,42,268
Pfam,UPI0000052E5C,"Adenylate cyclase-associated CAP, N-terminal",14,67
Pfam,UPI0000052E5C,"Adenylate cyclase-associated CAP, C-terminal",369,524
Pfam,UPI0000052E5C,"CAP, N-terminal domain",81,240
Pfam,UPI0000053045,"Replication protein A, C-terminal",183,268
Pfam,UPI0000053045,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",69,150
Pfam,UPI00000010F3,Small GTPase,9,176
Pfam,UPI00000531E0,"RNA polymerase I associated factor, A49-like",33,404
Pfam,UPI0000053163,"Cyclin, N-terminal",66,175
Pfam,UPI0000135FDB,Protein kinase domain,1267,1558
Pfam,UPI00000531E3,"DNA-directed RNA polymerase, RBP11-like dimerisation domain",61,133
Pfam,UPI0000052DD4,RNA polymerase II subunit A,9,206
Pfam,UPI000013BAA9,Nucleolar protein Swm2,14,144
Pfam,UPI0000053003,RNA polymerase Rpc34,4,316
Pfam,UPI000013621B,SUN family,165,407
Pfam,UPI0000053147,SUI1 domain,23,97
Pfam,UPI0000053137,Histone deacetylase domain,38,324
Pfam,UPI00001683EF,Small ribosomal subunit protein eS19,5,141
Pfam,UPI000013BBC2,Neugrin/Rrg9,76,126
Pfam,UPI00001683F7,Mitochondrial substrate/solute carrier,231,335
Pfam,UPI00001683F7,EF-hand domain,89,107
Pfam,UPI00001683F7,EF-hand domain,18,78
Pfam,UPI000013BBD9,WD40 repeat,247,281
Pfam,UPI000012D5DE,,97,208
Pfam,UPI00000530FA,"THO complex subunit 2, N-terminal domain",29,656
Pfam,UPI00000530FA,"THO complex, subunitTHOC2, C-terminal",938,1107
Pfam,UPI00000530FA,"THO complex, subunitTHOC2, N-terminal",658,732
Pfam,UPI000013BAF3,Bacterial surface antigen (D15),154,483
Pfam,UPI00001683F8,Mitochondrial import receptor subunit TOM7,14,54
Pfam,UPI00001355B2,WD40 repeat,306,335
Pfam,UPI000013BBDB,"Restriction of telomere capping protein 4, C-terminal",219,364
Pfam,UPI0000137254,Tropomyosin,1,73
Pfam,UPI0000053028,"Coatomer, gamma subunit, appendage, Ig-like subdomain",670,818
Pfam,UPI0000053028,"Coatomer subunit gamma, C-terminal",821,932
Pfam,UPI0000053028,"Clathrin/coatomer adaptor, adaptin-like, N-terminal",20,559
Pfam,UPI00001358AC,"Sec23/Sec24, helical domain",603,705
Pfam,UPI00001358AC,Sec23/Sec24 beta-sandwich,510,592
Pfam,UPI00001358AC,Gelsolin-like domain,730,806
Pfam,UPI00001358AC,"Zinc finger, Sec23/Sec24-type",161,196
Pfam,UPI00001358AC,"Sec23/Sec24, trunk domain",234,504
Pfam,UPI000005315A,"Mediator complex subunit 16, C-terminal",839,970
Pfam,UPI000005315A,"Mediator complex, subunit Med16, N-terminal",178,500
Pfam,UPI00001359A3,Pleckstrin homology domain,311,421
Pfam,UPI00001359A3,BAR domain,19,215
Pfam,UPI00001359A3,VASt domain,776,943
Pfam,UPI0000052EEA,Trm112-like,2,124
Pfam,UPI000013BB03,Atypical dual-specificity phosphatase Siw14-like,116,277
Pfam,UPI0000003993,"Glutathione S-transferase, N-terminal",114,190
Pfam,UPI0000003993,"Glutathione S-transferase, C-terminal",224,345
Pfam,UPI0001F7BD6A,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",362,730
Pfam,UPI0000036C88,Vacuolar segregation subunit 7,675,1000
Pfam,UPI000013BA8A,F-box domain,59,100
Pfam,UPI000004C56C,Phosphoribosyltransferase domain,292,474
Pfam,UPI000004C56C,Phosphoribulokinase/uridine kinase,58,247
Pfam,UPI000013BB14,"SLM1/RGC1-like, BAR-like domain",237,417
Pfam,UPI000013BB14,"SLM1/RGC1-like, PH domain",436,509
Pfam,UPI000013BBC0,"Vacuolar import/degradation Vid27, C-terminal",419,775
Pfam,UPI000013BBC0,"Vid27, PH-like domain",232,336
Pfam,UPI000013BBC0,"Vid27, N-terminal",1,177
Pfam,UPI0000052F1D,YEATS domain,38,119
Pfam,UPI0000052E8C,"Heat shock protein DnaJ, cysteine-rich domain",143,208
Pfam,UPI0000052E8C,"Chaperone DnaJ, C-terminal",116,336
Pfam,UPI0000052E8C,DnaJ domain,7,67
Pfam,UPI0000168402,Ubiquitin interacting motif,258,274
Pfam,UPI0000168402,"Vacuolar protein sorting-associated protein 27, GAT-like domain",354,424
Pfam,UPI0000168402,FYVE zinc finger,172,229
Pfam,UPI0000168402,VHS domain,5,145
Pfam,UPI0000135AB0,"DUS-like, FMN-binding domain",32,352
Pfam,UPI0000603763,Small GTPase,201,318
Pfam,UPI00001683FC,Prenylated rab acceptor PRA1,32,172
Pfam,UPI00000010F2,Small GTPase,14,179
Pfam,UPI000013BFD1,DEAD/DEAH box helicase domain,855,1026
Pfam,UPI000013BFD1,"Sir1, ORC-binding domain",37,152
Pfam,UPI000013BFD1,"Helicase, C-terminal domain-like",1094,1197
Pfam,UPI0000135B59,PdxS/SNZ N-terminal domain,4,211
Pfam,UPI000013C154,"Protein YTP1-like, C-terminal",177,412
Pfam,UPI000005307B,"Gamma tubulin complex component, C-terminal",476,830
Pfam,UPI000005307B,"Gamma tubulin complex component protein, N-terminal",185,467
Pfam,UPI000013BAE1,2-phospho-L-lactate transferase CofD,3,426
Pfam,UPI0000135D4A,Arf GTPase activating protein,17,122
Pfam,UPI00000530E7,G-patch domain,721,764
Pfam,UPI000003311C,Armadillo,120,160
Pfam,UPI000003311C,"Importin-alpha, importin-beta-binding domain",17,108
Pfam,UPI000003311C,Atypical Arm repeat,471,523
Pfam,UPI00001683F2,Heat shock protein 70 family,9,610
Pfam,UPI000013BB47,Small ribosomal subunit protein uS13,5,110
Pfam,UPI000013BB4C,"Tricalbin-1-3-like, C2 domain",847,970
Pfam,UPI000013BB4C,C2 domain,378,472
Pfam,UPI000013BB7B,"Dual specificity phosphatase, catalytic domain",170,228
Pfam,UPI0000136D0C,SsuA/THI5-like,16,238
Pfam,UPI000004F95E,Mitochondrial import receptor subunit Tom22,1,141
Pfam,UPI000013BA64,"Timeless, N-terminal",44,366
Pfam,UPI0000130CCB,Tetratricopeptide repeat,398,430
Pfam,UPI0000130CCB,,436,493
Pfam,UPI0000130CCB,Tetratricopeptide repeat,99,131
Pfam,UPI0000130CCB,,523,567
Pfam,UPI00000010F4,C-terminal associated domain of TOPRIM,559,688
Pfam,UPI00000010F4,,60,167
Pfam,UPI00000010F4,"DNA topoisomerase, type IIA, domain A",690,1160
Pfam,UPI00000010F4,"DNA topoisomerase, type IIA, subunit B, domain 2",247,374
Pfam,UPI00000010F4,TOPRIM domain,445,543
Pfam,UPI000013BB6F,"Histidine phosphatase superfamily, clade-1",6,183
Pfam,UPI000013BB60,Membrane transport PIN-like,13,557
Pfam,UPI00005E29A8,PAP/25A-associated,368,428
Pfam,UPI00005E29A8,"Poly(A) RNA polymerase, mitochondrial-like, central palm domain",176,308
Pfam,UPI000013BA93,Inner membrane component domain,240,296
Pfam,UPI000013BA93,Sodium/calcium exchanger membrane region,531,705
Pfam,UPI000013BBD6,Nucleosome assembly protein (NAP),37,174
Pfam,UPI000013BB73,Protein of unknown function DUF2417,26,328
Pfam,UPI000013BB73,Alpha/beta hydrolase fold-1,348,619
Pfam,UPI0000138F9E,Carbohydrate-binding WSC,28,108
Pfam,UPI000004F05A,"Alcohol dehydrogenase-like, N-terminal",32,118
Pfam,UPI000004F05A,"Alcohol dehydrogenase-like, C-terminal",186,299
Pfam,UPI0000138F03,RNA recognition motif domain,540,611
Pfam,UPI0000127A60,Protein kinase domain,76,292
Pfam,UPI000013BA57,Yif1 family,60,313
Pfam,UPI00001B65CF,Splicing factor 3B subunit 5/RDS3 complex subunit 10,3,74
Pfam,UPI000013BABB,"CobW/HypB/UreG, nucleotide-binding domain",72,273
Pfam,UPI000013BABB,"Zinc chaperone CobW-like, C-terminal",362,427
Pfam,UPI0000D796A4,"Zinc finger, DNL-type",70,133
Pfam,UPI000013BBAF,"Membrane protein SUR7/Rim9-like, fungi",9,206
Pfam,UPI00001683F0,"Glucose-6-phosphate dehydrogenase, C-terminal",198,484
Pfam,UPI00001683F0,"Glucose-6-phosphate dehydrogenase, NAD-binding",16,196
Pfam,UPI000034F5D8,Glycine zipper 2TM domain,47,85
Pfam,UPI000013BBD1,Globin,207,291
Pfam,UPI000006A9A3,Ty transposon capsid protein,17,400
Pfam,UPI000013BB06,WD40 repeat,141,177
Pfam,UPI000013BB0A,"Threonyl/alanyl tRNA synthetase, SAD",227,271
Pfam,UPI000013BB1E,Protein of unknown function DUF2011,77,164
Pfam,UPI000006B090,Ty transposon capsid protein,17,400
Pfam,UPI000006B162,"Reverse transcriptase, RNA-dependent DNA polymerase",1275,1449
Pfam,UPI000006B162,"Integrase, catalytic core",663,763
Pfam,UPI000006B162,Ty transposon capsid protein,17,400
Pfam,UPI000013BAB6,PAT complex subunit CCDC47,44,394
Pfam,UPI000013BB5D,Carnosine N-methyltransferase,90,395
Pfam,UPI000013BAC1,CDC50/LEM3 family,66,362
Pfam,UPI000013BACC,"Bul1, C-terminal",5,269
Pfam,UPI000013BAD0,Aldose 1-/Glucose-6-phosphate 1-epimerase,12,339
Pfam,UPI000006ACE5,NADP-dependent oxidoreductase domain,1,117
Pfam,UPI000016841C,Methyltransferase type 12,439,543
Pfam,UPI0000052E52,"Alcohol dehydrogenase-like, N-terminal",31,141
Pfam,UPI0000052E52,"Alcohol dehydrogenase-like, C-terminal",182,310
Pfam,UPI000006AE4B,"Palmitoyltransferase, DHHC domain",442,580
Pfam,UPI000006AE4B,Ankyrin repeat,172,250
Pfam,UPI000006A1CA,Uncharacterised protein YqeY/Aim41,32,155
Pfam,UPI0000125845,"Glycosyl transferase, ALG6/ALG8",52,564
Pfam,UPI000006BB05,"Integrase, catalytic core",663,763
Pfam,UPI000006BB05,"Reverse transcriptase, RNA-dependent DNA polymerase",1281,1487
Pfam,UPI000006BB05,Ty transposon capsid protein,17,400
Pfam,UPI000013BA92,"Serine aminopeptidase, S33",104,200
Pfam,UPI0000125EB6,Aminotransferase class-III,33,418
Pfam,UPI000158DDF9,Arginosuccinate synthase C-terminal domain,178,407
Pfam,UPI000158DDF9,"Arginosuccinate synthase-like, N-terminal domain",5,169
Pfam,UPI0000053051,Actin family,264,742
Pfam,UPI000006B9B7,"Autophagy protein Atg19/Atg34, C-terminal",164,412
Pfam,UPI00001260F4,,102,680
Pfam,UPI0000126229,Alcohol acetyltransferase/N-acetyltransferase-like,28,521
Pfam,UPI000012663F,Zinc/iron permease,5,306
Pfam,UPI000013BAA3,Protein of unknown function DUF468,1,84
Pfam,UPI000006C1D8,Rho GTPase-activating protein domain,76,230
Pfam,UPI0000052F7D,"SAPK-interacting protein 1, Pleckstrin-homology domain",1065,1169
Pfam,UPI0000052F7D,"AVO1/Sin1, ubiquitin-like domain",841,930
